"id"	"type"	"chr"	"start"	"end"	"wilcoxon.p.value"	"hyper."	"fisher.p.value"	"tmr.ratio"	"nor.ratio"	"OR"	"CI_95_L"	"CI_95_H"	"cytoband"	"DM.band?"	"closest.TSS"	"pos"	"dir"	"dist"	"overlapped.TSS"	"overlapped.pos"	"ovrl.dir"
"nt_262"	"vistaEnhancers"	"chr5"	76940837	76941396	0.0436531785204044	TRUE	2.39424021943811e-05	0.44	0	Inf	4.21432383740927	Inf	"q14.1"	FALSE	"OTP"	76934522	"-"	-6314	"OTP"	"76934522"	"-"
"nt_264"	"vistaEnhancers"	"chr5"	77147581	77148599	0.000203606410308482	TRUE	0.0013900652518848	0.68	0.28	5.32942026434548	1.70915254556994	18.4093151068835	"q14.1"	FALSE	"TBCA"	77072185	"-"	-75395	NA	NA	NA
"nt_265"	"vistaEnhancers"	"chr5"	77267385	77269206	0.00642110399523851	TRUE	0.000361747764024363	0.44	0.04	18.3040014866428	2.56935382977272	806.691962032831	"q14.1"	FALSE	"TBCA"	77072185	"-"	-195199	NA	NA	NA
"nt_429"	"vistaEnhancers"	"chr5"	88179458	88179988	0.000702587423647495	TRUE	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	"q14.3"	FALSE	"MEF2C"	88199922	"-"	19933	NA	NA	NA
"nt_1640"	"vistaEnhancers"	"chr5"	141930056	141932276	0.028004001649732	TRUE	0.00649431751833324	0.38	0.08	6.89484012933202	1.42813423461087	67.0745931819121	"q31.3"	TRUE	"FGF1"	142077635	"-"	145358	NA	NA	NA
"nt_1130"	"vistaEnhancers"	"chr5"	157589030	157590477	0.00840004367184265	FALSE	0.016299833652937	0.42	0.72	0.286557637431908	0.0847873575206597	0.878614958013785	"q33.3"	FALSE	"CLINT1"	157286183	"-"	-302846	NA	NA	NA
"nt_1033"	"vistaEnhancers"	"chr6"	108435331	108436506	0.0485582908265762	TRUE	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	"q21"	FALSE	"OSTM1"	108395941	"-"	-39389	NA	NA	NA
"nt_1189"	"vistaEnhancers"	"chr6"	108437244	108438452	1.89564336098474e-07	TRUE	3.10657442506465e-11	0.82	0.04	99.8679694024754	13.2212475876335	4458.66901990027	"q21"	FALSE	"OSTM1"	108395941	"-"	-41302	NA	NA	NA
"nt_844"	"vistaEnhancers"	"chr7"	20832629	20833902	0.00118502548648006	TRUE	3.37249873958826e-06	0.5	0	Inf	5.36109623441605	Inf	"p21.1"	FALSE	"SP8"	20826508	"-"	-6120	"SP8"	"20826508"	"-"
"nt_972"	"vistaEnhancers"	"chr7"	50357639	50358644	0.0221875038856441	TRUE	0.0250837797563544	0.18	0	Inf	1.08002359849948	Inf	"p12.2"	FALSE	"IKZF1"	50344378	"+"	13260	NA	NA	NA
"nt_298"	"vistaEnhancers"	"chr7"	96633583	96634303	8.78770437582528e-06	TRUE	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	"q21.3"	FALSE	"DLX6"	96635290	"+"	-986	"DLX6"	"96635290"	"+"
"nt_196"	"vistaEnhancers"	"chr9"	968798	970093	0.000548251975669074	TRUE	4.75972729854876e-05	0.94	0.52	13.8100030443273	3.12315187522886	87.574235005332	"p24.3"	TRUE	"DMRT3"	976968	"+"	-6874	"DMRT3"	"976968"	"+"
"nt_112"	"vistaEnhancers"	"chr9"	973436	975288	1.52389363477115e-08	TRUE	4.59981762113985e-10	0.86	0.12	41.3756238439278	9.26195490731702	273.061448028954	"p24.3"	TRUE	"DMRT3"	976968	"+"	-1679	"DMRT3"	"976968"	"+"
"nt_1183"	"vistaEnhancers"	"chr9"	82266058	82267053	0.00687195058886489	FALSE	0.0329249712709003	0.22	0.48	0.310982484180175	0.0963805386856296	0.971824740919137	"q21.31"	FALSE	"TLE4"	82186878	"+"	79179	NA	NA	NA
"nt_1163"	"vistaEnhancers"	"chr9"	82590315	82593174	0.0472905485940276	TRUE	0.0486691546933396	0.54	0.28	2.9740573162695	0.971816486131674	10.0086018191157	"q21.31"	FALSE	"TLE4"	82186878	"+"	403436	NA	NA	NA
"nt_818"	"vistaEnhancers"	"chr9"	128520993	128522653	0.00687195058886489	TRUE	6.79150863355674e-05	0.4	0	Inf	3.56785685413096	Inf	"q33.3"	FALSE	"PBX3"	128509617	"+"	11375	NA	NA	NA
"nt_318"	"vistaEnhancers"	"chr10"	50603806	50605254	4.65188025301619e-06	TRUE	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	"q11.23"	FALSE	"DRGX"	50604062	"-"	0	"DRGX"	"50604062"	"-"
"nt_285"	"vistaEnhancers"	"chr10"	102414916	102415578	0.00366913923365207	TRUE	3.37249873958826e-06	0.5	0	Inf	5.36109623441605	Inf	"q24.31"	TRUE	"PAX2"	102505468	"+"	-89889	NA	NA	NA
"nt_286"	"vistaEnhancers"	"chr10"	102419120	102419731	2.32153698843963e-09	TRUE	8.61856133303128e-09	0.88	0.2	27.259330573859	6.93404903914346	133.312656842309	"q24.31"	TRUE	"PAX2"	102505468	"+"	-85736	NA	NA	NA
"nt_935"	"vistaEnhancers"	"chr10"	119310484	119311458	6.58326454609384e-07	TRUE	9.11547660734116e-08	0.72	0.08	28.0371401800466	5.75768426013574	274.851965904874	"q26.11"	FALSE	"EMX2OS"	119304579	"-"	-5904	"EMX2OS"	"119304579"	"-"
"nt_1221"	"vistaEnhancers"	"chr10"	119313710	119314860	0.0132044862160772	TRUE	0.011839306070858	0.46	0.16	4.38823181816326	1.22946066315036	20.143826416202	"q26.11"	FALSE	"EMX2OS"	119304579	"-"	-9130	NA	NA	NA
"nt_1005"	"vistaEnhancers"	"chr10"	124902928	124904638	1.1395628458083e-05	TRUE	9.21720305307553e-06	0.48	0	Inf	4.95137396475962	Inf	"q26.13"	FALSE	"HMX2"	124907638	"+"	-2999	"HMX2"	"124907638"	"+"
"nt_562"	"vistaEnhancers"	"chr10"	131106523	131108742	0.000762419924561972	FALSE	0.0165984532301494	0.6	0.88	0.208478965238297	0.0353329954147579	0.835140307163663	"q26.3"	FALSE	"MGMT"	131265454	"+"	-156711	NA	NA	NA
"nt_1859"	"vistaEnhancers"	"chr11"	8226047	8230683	7.79819218658228e-05	TRUE	0.00037529809349662	0.34	0	Inf	2.73543710000816	Inf	"p15.4"	FALSE	"RIC3"	8190590	"-"	-35456	NA	NA	NA
"nt_1082"	"vistaEnhancers"	"chr11"	31816453	31818421	0.00254718151848045	TRUE	1.94792352233983e-05	0.64	0.12	12.5689250697483	3.15068261174067	74.5846592694473	"p13"	FALSE	"DKFZp686K1684"	31838114	"+"	-19692	NA	NA	NA
"nt_482"	"vistaEnhancers"	"chr12"	115123534	115124174	2.16636747127963e-06	TRUE	4.06861177225983e-07	0.82	0.2	17.2571876056791	4.75823210160273	75.8791283588952	"q24.21"	TRUE	"TBX3"	115121969	"-"	-1564	"TBX3"	"115121969"	"-"
"nt_483"	"vistaEnhancers"	"chr12"	115124395	115125300	1.33651682448745e-08	TRUE	0.000152651871758353	0.92	0.52	10.196964743053	2.56113771064245	51.00232039923	"q24.21"	TRUE	"TBX3"	115121969	"-"	-2425	"TBX3"	"115121969"	"-"
"nt_353"	"vistaEnhancers"	"chr14"	97879189	97880071	0.000971491502068236	TRUE	0.00200323342079324	0.36	0.04	13.1612976793819	1.82314095062774	583.76641386465	"q32.2"	FALSE	"LOC100129345"	98152995	"-"	272923	NA	NA	NA
"nt_84"	"vistaEnhancers"	"chr16"	50874864	50875709	0.000647142853115032	TRUE	0.000830655286707884	0.4	0.04	15.5659023779842	2.17339553685854	687.872702059469	"q12.1"	FALSE	"CYLD"	50775961	"+"	98902	NA	NA	NA
"nt_152"	"vistaEnhancers"	"chr16"	51147013	51148642	1.7162553341794e-05	TRUE	1.13676781312999e-06	0.54	0	Inf	6.27568911136221	Inf	"q12.1"	FALSE	"SALL1"	51185183	"-"	36540	NA	NA	NA
"nt_51"	"vistaEnhancers"	"chr16"	54323421	54324336	6.43818099345554e-09	TRUE	2.21261201433827e-08	0.92	0.28	27.4951430877605	6.68579425565015	147.105399860609	"q12.2"	FALSE	"IRX3"	54320378	"-"	-3042	"IRX3"	"54320378"	"-"
"nt_1636"	"vistaEnhancers"	"chr18"	25500906	25504214	0.0498544504238848	FALSE	0.0164844881502733	0.2	0.48	0.27620650366244	0.0836314951856718	0.876499754137933	"q12.1"	FALSE	"CDH2"	25757445	"-"	253230	NA	NA	NA
"nt_528"	"vistaEnhancers"	"chr18"	72507963	72510295	0.0140599532295954	TRUE	0.0072207744666475	0.62	0.28	4.11158337451649	1.33503608918991	13.9821526164324	"q22.3"	FALSE	"ZNF407"	72342923	"+"	165039	NA	NA	NA
"nt_1205"	"vistaEnhancers"	"chr20"	21488552	21490021	1.85363613574874e-08	TRUE	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	"p11.22"	TRUE	"NKX2-2"	21494664	"-"	4642	"NKX2-2"	"21494664"	"-"
