id	type	chr	start	end	wilcoxon.p.value	hyper.	fisher.p.value	tmr.ratio	nor.ratio	OR	CI_95_L	CI_95_H	cytoband	DM.band?	closest.TSS	pos	dir	dist	overlapped.TSS	overlapped.pos	ovrl.dir
nt_1199	vistaEnhancers	chr2	59102072	59103380	0.244732312813273	TRUE	1	0	0	0	0	Inf	p16.1	FALSE	LINC01122	58747888	+	354183	NA	NA	NA
nt_394	vistaEnhancers	chr2	59746378	59746992	0.835289831857835	TRUE	1	0	0	0	0	Inf	p16.1	FALSE	MIR4432	60614580	-	867587	NA	NA	NA
nt_399	vistaEnhancers	chr2	60441496	60442515	0.91497082711459	FALSE	0.0527213672764307	0.06	0.24	0.207113504269329	0.0303608445603852	1.08720483946753	p16.1	FALSE	MIR4432	60614580	-	172064	NA	NA	NA
nt_1125	vistaEnhancers	chr2	103548427	103549712	0.0597630758110076	FALSE	0.0461489192398393	0.56	0.8	0.322886575964888	0.0814567925705709	1.07765124938636	q12.1	FALSE	TMEM182	103353394	+	195032	NA	NA	NA
nt_1112	vistaEnhancers	chr2	103909359	103911221	0.00035917893012503	TRUE	5.88807025212158e-05	0.42	0	Inf	3.88075693820832	Inf	q12.1	FALSE	TMEM182	103353394	+	555964	NA	NA	NA
nt_1126	vistaEnhancers	chr2	104576226	104577270	0.906059883154172	FALSE	1	0	0	0	0	Inf	q12.1	FALSE	LOC100287010	105024790	-	447519	NA	NA	NA
nt_990	vistaEnhancers	chr2	105516738	105518490	0.371587938950212	FALSE	0.256201406886338	0.02	0.08	0.239743436277992	0.00390712195184499	4.82290479225497	q12.1	FALSE	POU3F3	105471969	+	44768	NA	NA	NA
nt_617	vistaEnhancers	chr2	146002553	146003648	0.3422657197206	FALSE	1	0	0	0	0	Inf	q22.3	FALSE	TEX41	145425534	+	577018	NA	NA	NA
nt_534	vistaEnhancers	chr2	146797629	146799643	0.226971996559418	FALSE	1	0	0	0	0	Inf	q22.3	FALSE	PABPC1P2	147344625	+	-544981	NA	NA	NA
nt_1477	vistaEnhancers	chr2	159779318	159780341	0.0120075235228598	TRUE	1	0	0	0	0	Inf	q24.1	FALSE	TANC1	159825146	+	-44804	NA	NA	NA
nt_890	vistaEnhancers	chr2	164349677	164351112	0.673416574633767	TRUE	1	0	0	0	0	Inf	q24.3	FALSE	FIGN	164592513	-	241400	NA	NA	NA
nt_245	vistaEnhancers	chr2	175207311	175208242	0.0120075235228598	TRUE	5.88807025212158e-05	0.42	0	Inf	3.88075693820832	Inf	q31.1	TRUE	SP9	175199821	+	7489	NA	NA	NA
nt_246	vistaEnhancers	chr2	176940071	176941410	0.389907142001676	TRUE	0.0461703659828753	0.16	0	Inf	0.915647201736929	Inf	q31.1	TRUE	EVX2	176948690	-	7279	NA	NA	NA
nt_1253	vistaEnhancers	chr2	199226865	199228567	0.0644837517938074	TRUE	1	0	0	0	0	Inf	q33.1	FALSE	PLCL1	198669426	+	557438	NA	NA	NA
nt_921	vistaEnhancers	chr2	236962600	236964857	0.114316864886406	TRUE	0.30432685443432	0.7	0.56	1.8180199927617	0.598166915137466	5.52887931993834	q37.2	FALSE	GBX2	237076652	-	111794	NA	NA	NA
nt_249	vistaEnhancers	chr2	237071365	237071848	0.240203375587507	TRUE	0.0124990369508944	0.22	0	Inf	1.43332534641937	Inf	q37.2	FALSE	GBX2	237076652	-	4803	GBX2	237076652	-
nt_825	vistaEnhancers	chr3	18916570	18917473	0.740228039812967	FALSE	1	0	0	0	0	Inf	p24.3	FALSE	KCNH8	19190017	+	-272543	NA	NA	NA
nt_1436	vistaEnhancers	chr3	55017476	55018560	0.809059791763385	FALSE	1	0	0	0	0	Inf	p14.3	FALSE	LRTM1	54962072	-	-55403	NA	NA	NA
nt_1512	vistaEnhancers	chr3	56802414	56804092	0.774422245496	TRUE	1	0	0	0	0	Inf	p14.3	FALSE	FAM208A	56717135	-	-85278	NA	NA	NA
nt_435	vistaEnhancers	chr3	62359867	62360569	0.0140599532295954	TRUE	0.000141693911181808	0.38	0	Inf	3.27368594097883	Inf	p14.2	FALSE	FEZF2	62359190	-	-676	FEZF2	62359190	-
nt_206	vistaEnhancers	chr3	70565243	70566852	0.122257617042001	FALSE	1	0	0	0	0	Inf	p13	FALSE	MITF	69788586	+	776656	NA	NA	NA
nt_1010	vistaEnhancers	chr3	71590898	71592786	0.0196955009654439	TRUE	0.0224557808216982	0.34	0.08	5.80751058047751	1.19047172445626	56.6455554786705	p13	FALSE	MIR1284	71591240	-	0	MIR1284	71591240	-
nt_666	vistaEnhancers	chr3	137360824	137361964	0.0249493256246967	TRUE	0.000361747764024363	0.44	0.04	18.3040014866428	2.56935382977272	806.691962032831	q22.3	TRUE	SOX14	137483134	+	-121169	NA	NA	NA
nt_1043	vistaEnhancers	chr3	147125147	147126336	3.45172279707857e-10	TRUE	5.10802873635223e-13	0.88	0.04	154.746002475729	19.3698177844685	6987.80566024278	q24	TRUE	ZIC4	147124596	-	-550	ZIC1, ZIC4	147127181, 147124596	+, -
nt_1433	vistaEnhancers	chr3	168958334	168962944	3.28400915641552e-05	TRUE	3.32658199117912e-07	0.74	0.12	19.8424383787052	4.8495125683199	121.068051782582	q26.2	TRUE	MECOM	169381563	-	418618	NA	NA	NA
nt_1332	vistaEnhancers	chr3	181958775	181961127	0.0391732883797226	TRUE	0.012209046084534	0.52	0.2	4.25017446641001	1.2807349556343	16.8372224768347	q26.33	TRUE	FLJ46066	182204150	-	243022	NA	NA	NA
nt_171	vistaEnhancers	chr4	4819734	4820560	0.648979241008512	FALSE	1	0.04	0.04	1	0.0496996468093305	61.403305382215	p16.2	FALSE	MSX1	4861392	+	-40831	NA	NA	NA
nt_1509	vistaEnhancers	chr4	53823606	53826463	0.0485582908265762	TRUE	0.150695754674879	0.28	0.12	2.81610936204597	0.675054334250708	16.9932255031089	q12	FALSE	RASL11B	53728495	+	95110	NA	NA	NA
nt_678	vistaEnhancers	chr4	54961999	54962796	0.0460507573094604	TRUE	0.0054705384253429	0.5	0.16	5.13896024943014	1.44385563978851	23.5804943470454	q12	FALSE	GSX2	54966248	+	-3451	GSX2	54966248	+
nt_840	vistaEnhancers	chr4	66989481	66990366	0.151864612770944	TRUE	1	0	0	0	0	Inf	q13.2	FALSE	EPHA5-AS1	66535679	+	453801	NA	NA	NA
nt_929	vistaEnhancers	chr4	111834456	111835732	0.826524572195956	FALSE	1	0	0	0	0	Inf	q25	FALSE	PITX2	111563279	-	-271176	NA	NA	NA
nt_905	vistaEnhancers	chr4	145568249	145569955	0.41516982301757	TRUE	0.16248488503939	0.1	0	Inf	0.467026067808359	Inf	q31.21	FALSE	HHIP-AS1	145567171	-	-1077	HHIP, HHIP-AS1	145567148, 145567171	+, -
nt_904	vistaEnhancers	chr4	145860002	145861281	0.127786595973895	FALSE	0.0389937789083078	0.26	0.52	0.329693341959968	0.105308513531319	1.00036311842572	q31.21	FALSE	ABCE1	146019156	+	-157874	NA	NA	NA
nt_900	vistaEnhancers	chr5	3179615	3180432	0.371587938950212	FALSE	0.0397250424261808	0.02	0.16	0.110628094501652	0.00213934281405205	1.20354522763875	p15.33	FALSE	LINC01019	3536208	-	355775	NA	NA	NA
nt_754	vistaEnhancers	chr5	3197866	3198942	0.0661241172346727	TRUE	0.00037529809349662	0.34	0	Inf	2.73543710000816	Inf	p15.33	FALSE	LINC01019	3536208	-	337265	NA	NA	NA
nt_516	vistaEnhancers	chr5	44389167	44390467	0.0215400808638254	TRUE	7.21971996210696e-05	0.48	0.04	21.4491059784051	3.02095571017277	943.573481270169	p12	FALSE	FGF10	44388784	-	-382	FGF10	44388784	-
nt_695	vistaEnhancers	chr5	76935226	76936266	8.78770437582528e-06	TRUE	1.20585717201875e-08	0.64	0	Inf	9.35072893871128	Inf	q14.1	FALSE	OTP	76934522	-	-703	OTP	76934522	-
nt_262	vistaEnhancers	chr5	76940837	76941396	3.12637189337314e-05	TRUE	2.39424021943811e-05	0.44	0	Inf	4.21432383740927	Inf	q14.1	FALSE	OTP	76934522	-	-6314	OTP	76934522	-
nt_263	vistaEnhancers	chr5	77139722	77140742	0.0136262904279443	TRUE	0.00037529809349662	0.34	0	Inf	2.73543710000816	Inf	q14.1	FALSE	TBCA	77072185	-	-67536	NA	NA	NA
nt_264	vistaEnhancers	chr5	77147581	77148599	8.17265312082791e-05	TRUE	0.0013900652518848	0.68	0.28	5.32942026434548	1.70915254556994	18.4093151068835	q14.1	FALSE	TBCA	77072185	-	-75395	NA	NA	NA
nt_265	vistaEnhancers	chr5	77267385	77269206	0.000861089727659945	TRUE	0.000361747764024363	0.44	0.04	18.3040014866428	2.56935382977272	806.691962032831	q14.1	FALSE	TBCA	77072185	-	-195199	NA	NA	NA
nt_268	vistaEnhancers	chr5	87692155	87693265	0.044838453856633	FALSE	1	0	0	0	0	Inf	q14.3	FALSE	TMEM161B-AS1	87564699	+	127455	NA	NA	NA
nt_429	vistaEnhancers	chr5	88179458	88179988	0.00023251952305405	TRUE	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	q14.3	FALSE	MEF2C	88199922	-	19933	NA	NA	NA
nt_1643	vistaEnhancers	chr5	124651164	124654187	0.434736291327013	TRUE	1	0.02	0.04	0.494857708001726	0.0061252963360442	40.0346833041549	q23.2	FALSE	ZNF608	124084500	-	-566663	NA	NA	NA
nt_1473	vistaEnhancers	chr5	134769600	134772144	0.0215400808638254	FALSE	0.201463581473059	0.58	0.76	0.440797717744019	0.122323983892117	1.40709910598444	q31.1	FALSE	DCANP1	134783038	-	10893	NA	NA	NA
nt_1640	vistaEnhancers	chr5	141930056	141932276	0.00408435600589954	TRUE	0.00649431751833324	0.38	0.08	6.89484012933202	1.42813423461087	67.0745931819121	q31.3	TRUE	FGF1	142077635	-	145358	NA	NA	NA
nt_1130	vistaEnhancers	chr5	157589030	157590477	0.0159188016928277	FALSE	0.016299833652937	0.42	0.72	0.286557637431908	0.0847873575206597	0.878614958013785	q33.3	FALSE	CLINT1	157286183	-	-302846	NA	NA	NA
nt_1137	vistaEnhancers	chr5	158227697	158229500	0.303775240598812	TRUE	1	0	0	0	0	Inf	q33.3	FALSE	EBF1	158526788	-	297287	NA	NA	NA
nt_1123	vistaEnhancers	chr5	158517786	158518914	0.179251233837194	TRUE	1	0.04	0.04	1	0.0496996468093305	61.403305382215	q33.3	FALSE	EBF1	158526788	-	7873	NA	NA	NA
nt_278	vistaEnhancers	chr5	170627991	170630018	0.0996571867691729	TRUE	1	0	0	0	0	Inf	q35.1	FALSE	TLX3	170736288	+	-106269	NA	NA	NA
nt_538	vistaEnhancers	chr6	51515895	51517015	0.723316822700522	TRUE	1	0.06	0.04	1.52384032494301	0.115160521250226	83.6895690713813	p12.3	FALSE	PKHD1	51952423	-	435407	NA	NA	NA
nt_530	vistaEnhancers	chr6	99424725	99426847	0.570326302158906	FALSE	1	0	0	0	0	Inf	q16.1	FALSE	FBXL4	99395849	-	-28875	NA	NA	NA
nt_1033	vistaEnhancers	chr6	108435331	108436506	0.0123953683365423	TRUE	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	q21	FALSE	OSTM1	108395941	-	-39389	NA	NA	NA
nt_1189	vistaEnhancers	chr6	108437244	108438452	4.85477518101055e-08	TRUE	3.10657442506465e-11	0.82	0.04	99.8679694024754	13.2212475876335	4458.66901990027	q21	FALSE	OSTM1	108395941	-	-41302	NA	NA	NA
nt_844	vistaEnhancers	chr7	20832629	20833902	0.000374895951726304	TRUE	3.37249873958826e-06	0.5	0	Inf	5.36109623441605	Inf	p21.1	FALSE	SP8	20826508	-	-6120	SP8	20826508	-
nt_470	vistaEnhancers	chr7	35236864	35237925	0.616978739208409	FALSE	1	0	0	0	0	Inf	p14.2	FALSE	DPY19L2P1	35225774	-	-11089	NA	NA	NA
nt_972	vistaEnhancers	chr7	50357639	50358644	0.547648120131863	TRUE	0.0250837797563544	0.18	0	Inf	1.08002359849948	Inf	p12.2	FALSE	IKZF1	50344378	+	13260	NA	NA	NA
nt_298	vistaEnhancers	chr7	96633583	96634303	0.00155730791473077	TRUE	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	q21.3	FALSE	DLX6	96635290	+	-986	DLX6	96635290	+
nt_1876	vistaEnhancers	chr7	113558124	113559105	0.359676900403454	FALSE	1	0	0	0	0	Inf	q31.1	FALSE	PPP1R3A	113559082	-	0	PPP1R3A	113559082	-
nt_1422	vistaEnhancers	chr8	78370219	78372418	0.731756143276073	FALSE	1	0	0	0	0	Inf	q21.12	FALSE	PEX2	77913280	-	-456938	NA	NA	NA
nt_1305	vistaEnhancers	chr8	80874362	80876746	0.29332781796394	TRUE	1	0	0	0	0	Inf	q21.13	FALSE	MRPS28	80942506	-	65759	NA	NA	NA
nt_196	vistaEnhancers	chr9	968798	970093	0.000702587423647495	TRUE	4.75972729854876e-05	0.94	0.52	13.8100030443273	3.12315187522886	87.574235005332	p24.3	TRUE	DMRT3	976968	+	-6874	DMRT3	976968	+
nt_112	vistaEnhancers	chr9	973436	975288	2.25223567467663e-08	TRUE	4.59981762113985e-10	0.86	0.12	41.3756238439278	9.26195490731702	273.061448028954	p24.3	TRUE	DMRT3	976968	+	-1679	DMRT3	976968	+
nt_1183	vistaEnhancers	chr9	82266058	82267053	0.235733826881437	FALSE	0.0329249712709003	0.22	0.48	0.310982484180175	0.0963805386856296	0.971824740919137	q21.31	FALSE	TLE4	82186878	+	79179	NA	NA	NA
nt_1163	vistaEnhancers	chr9	82590315	82593174	0.681641207464651	TRUE	0.0486691546933396	0.54	0.28	2.9740573162695	0.971816486131674	10.0086018191157	q21.31	FALSE	TLE4	82186878	+	403436	NA	NA	NA
nt_1258	vistaEnhancers	chr9	98257860	98259405	0.155102538576716	TRUE	0.0497150534928899	0.58	0.32	2.8915645815966	0.965266851907552	9.31254634390873	q22.32	FALSE	PTCH1	98279247	-	19841	NA	NA	NA
nt_185	vistaEnhancers	chr9	128406148	128407653	0.950710425983859	TRUE	1	0	0	0	0	Inf	q33.3	FALSE	MAPKAP1	128469513	-	61859	NA	NA	NA
nt_818	vistaEnhancers	chr9	128520993	128522653	0.0112639683936865	TRUE	6.79150863355674e-05	0.4	0	Inf	3.56785685413096	Inf	q33.3	FALSE	PBX3	128509617	+	11375	NA	NA	NA
nt_318	vistaEnhancers	chr10	50603806	50605254	7.86894760389714e-09	TRUE	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q11.23	FALSE	DRGX	50604062	-	0	DRGX	50604062	-
nt_1437	vistaEnhancers	chr10	77021199	77022845	0.13062305197925	FALSE	0.0399526005109092	0.6	0.84	0.290201883173307	0.062955881494871	1.04497896129562	q22.2	FALSE	COMTD1	76995770	-	-25428	NA	NA	NA
nt_285	vistaEnhancers	chr10	102414916	102415578	0.00113912865053481	TRUE	3.37249873958826e-06	0.5	0	Inf	5.36109623441605	Inf	q24.31	TRUE	PAX2	102505468	+	-89889	NA	NA	NA
nt_286	vistaEnhancers	chr10	102419120	102419731	1.64224221322268e-09	TRUE	8.61856133303128e-09	0.88	0.2	27.259330573859	6.93404903914346	133.312656842309	q24.31	TRUE	PAX2	102505468	+	-85736	NA	NA	NA
nt_935	vistaEnhancers	chr10	119310484	119311458	3.45260614060951e-07	TRUE	9.11547660734116e-08	0.72	0.08	28.0371401800466	5.75768426013574	274.851965904874	q26.11	FALSE	EMX2OS	119304579	-	-5904	EMX2OS	119304579	-
nt_1221	vistaEnhancers	chr10	119313710	119314860	0.00868238420308602	TRUE	0.011839306070858	0.46	0.16	4.38823181816326	1.22946066315036	20.143826416202	q26.11	FALSE	EMX2OS	119304579	-	-9130	NA	NA	NA
nt_1005	vistaEnhancers	chr10	124902928	124904638	0.000203606410308482	TRUE	9.21720305307553e-06	0.48	0	Inf	4.95137396475962	Inf	q26.13	FALSE	HMX2	124907638	+	-2999	HMX2	124907638	+
nt_737	vistaEnhancers	chr10	130366869	130368005	0.186639445326922	FALSE	0.0250837797563544	0.82	1	0	0	0.92590569445829	q26.2	FALSE	MKI67	129924468	-	-442400	NA	NA	NA
nt_562	vistaEnhancers	chr10	131106523	131108742	0.0014412255417788	FALSE	0.0165984532301494	0.6	0.88	0.208478965238297	0.0353329954147579	0.835140307163663	q26.3	FALSE	MGMT	131265454	+	-156711	NA	NA	NA
nt_1859	vistaEnhancers	chr11	8226047	8230683	0.14245948428198	TRUE	0.00037529809349662	0.34	0	Inf	2.73543710000816	Inf	p15.4	FALSE	RIC3	8190590	-	-35456	NA	NA	NA
nt_518	vistaEnhancers	chr11	16327943	16328841	0.648979241008512	FALSE	1	0	0	0	0	Inf	p15.1	FALSE	C11orf58	16760148	+	-431306	NA	NA	NA
nt_565	vistaEnhancers	chr11	31622823	31624118	0.748731563869236	FALSE	1	0	0	0	0	Inf	p13	FALSE	ELP4	31531297	+	91525	NA	NA	NA
nt_1082	vistaEnhancers	chr11	31816453	31818421	0.000463589309423225	TRUE	1.94792352233983e-05	0.64	0.12	12.5689250697483	3.15068261174067	74.5846592694473	p13	FALSE	DKFZp686K1684	31838114	+	-19692	NA	NA	NA
nt_1858	vistaEnhancers	chr11	33964287	33967857	0.155102538576716	FALSE	0.108108108108108	0	0.08	0	0	2.62222980902847	p13	FALSE	LMO2	33913836	-	-50450	NA	NA	NA
nt_334	vistaEnhancers	chr11	116232557	116233265	0.570326302158906	TRUE	1	0	0	0	0	Inf	q23.3	FALSE	BUD13	116643714	-	410448	NA	NA	NA
nt_1341	vistaEnhancers	chr12	97468704	97471089	0.41516982301757	FALSE	0.108108108108108	0	0.08	0	0	2.62222980902847	q23.1	FALSE	NEDD1	97301001	+	167702	NA	NA	NA
nt_1122	vistaEnhancers	chr12	103345264	103346680	0.0907463140874293	TRUE	0.257010376763158	0.16	0.04	4.50089139967404	0.546210609967143	210.948040095553	q23.2	FALSE	ASCL1	103351452	+	-4771	ASCL1	103351452	+
nt_1575	vistaEnhancers	chr12	103570983	103573398	0.809059791763385	TRUE	0.0374943726284648	0.04	0.2	0.171213434959592	0.0150999221109645	1.15059996210558	q23.2	FALSE	ASCL1	103351452	+	219530	NA	NA	NA
nt_482	vistaEnhancers	chr12	115123534	115124174	6.07651221352202e-06	TRUE	4.06861177225983e-07	0.82	0.2	17.2571876056791	4.75823210160273	75.8791283588952	q24.21	TRUE	TBX3	115121969	-	-1564	TBX3	115121969	-
nt_483	vistaEnhancers	chr12	115124395	115125300	8.98983470873277e-09	TRUE	0.000152651871758353	0.92	0.52	10.196964743053	2.56113771064245	51.00232039923	q24.21	TRUE	TBX3	115121969	-	-2425	TBX3	115121969	-
nt_135	vistaEnhancers	chr13	73149055	73150028	0.0472905485940276	TRUE	1	0	0	0	0	Inf	q21.33	TRUE	MZT1	73301938	-	151909	NA	NA	NA
nt_796	vistaEnhancers	chr13	95313853	95315441	0.136442229298515	TRUE	0.0250837797563544	0.18	0	Inf	1.08002359849948	Inf	q32.1	FALSE	SOX21	95364389	-	48947	NA	NA	NA
nt_347	vistaEnhancers	chr14	34202107	34203129	0.809059791763385	TRUE	0.108108108108108	0	0.08	0	0	2.62222980902847	q13.1	FALSE	EGLN3	34420284	-	217154	NA	NA	NA
nt_704	vistaEnhancers	chr14	36933151	36934532	0.601242281494147	FALSE	1	0	0	0	0	Inf	q13.3	TRUE	SFTA3	36988817	-	54284	NA	NA	NA
nt_1369	vistaEnhancers	chr14	80095740	80097310	0.210150461709308	FALSE	0.0104076679419145	0	0.16	0	0	0.705606496898328	q31.1	FALSE	DIO2-AS1	80677762	+	-580451	NA	NA	NA
nt_353	vistaEnhancers	chr14	97879189	97880071	0.000620972881791587	TRUE	0.00200323342079324	0.36	0.04	13.1612976793819	1.82314095062774	583.76641386465	q32.2	FALSE	LOC100129345	98152995	-	272923	NA	NA	NA
nt_776	vistaEnhancers	chr15	35545323	35546846	0.585689596472256	TRUE	1	0	0	0	0	Inf	q14	FALSE	ANP32AP1	35529527	+	15795	NA	NA	NA
nt_1178	vistaEnhancers	chr15	37347605	37349955	0.0553327003506705	FALSE	0.000912844854952872	0.48	0.88	0.129230567369199	0.0219565659931637	0.511607218538969	q14	FALSE	MEIS2	37393500	-	43544	NA	NA	NA
nt_90	vistaEnhancers	chr16	6548842	6550064	0.461635493390885	TRUE	1	0	0	0	0	Inf	p13.3	FALSE	RBFOX1	6069132	+	479709	NA	NA	NA
nt_93	vistaEnhancers	chr16	8133047	8134289	0.532781172699213	TRUE	1	0	0	0	0	Inf	p13.2	FALSE	TMEM114	8622226	-	487936	NA	NA	NA
nt_625	vistaEnhancers	chr16	49735100	49736449	0.0597630758110076	FALSE	0.0472648484929619	0.34	0.6	0.348688123171476	0.112760651166997	1.0314269267739	q12.1	FALSE	ZNF423	49891830	-	155380	NA	NA	NA
nt_84	vistaEnhancers	chr16	50874864	50875709	0.151864612770944	TRUE	0.000830655286707884	0.4	0.04	15.5659023779842	2.17339553685854	687.872702059469	q12.1	FALSE	CYLD	50775961	+	98902	NA	NA	NA
nt_79	vistaEnhancers	chr16	51056312	51057592	0.13062305197925	FALSE	0.0374943726284648	0.04	0.2	0.171213434959592	0.0150999221109645	1.15059996210558	q12.1	FALSE	SALL1	51185183	-	127590	NA	NA	NA
nt_152	vistaEnhancers	chr16	51147013	51148642	0.00219397045276708	TRUE	1.13676781312999e-06	0.54	0	Inf	6.27568911136221	Inf	q12.1	FALSE	SALL1	51185183	-	36540	NA	NA	NA
nt_76	vistaEnhancers	chr16	51231122	51232362	0.723316822700522	FALSE	1	0	0	0	0	Inf	q12.1	FALSE	SALL1	51185183	-	-45938	NA	NA	NA
nt_74	vistaEnhancers	chr16	51560197	51560925	0.888274534409131	TRUE	0.74204195196136	0.16	0.12	1.39087203467366	0.29459632638309	8.95004154451272	q12.1	FALSE	SALL1	51185183	-	-375013	NA	NA	NA
nt_51	vistaEnhancers	chr16	54323421	54324336	2.48703944323788e-09	TRUE	2.21261201433827e-08	0.92	0.28	27.4951430877605	6.68579425565015	147.105399860609	q12.2	FALSE	IRX3	54320378	-	-3042	IRX3	54320378	-
nt_41	vistaEnhancers	chr16	54611468	54612437	0.0973665466158954	TRUE	0.0743645174048872	0.42	0.2	2.85750408182454	0.853581516471302	11.3447401439889	q12.2	FALSE	IRX3	54320378	-	-291089	NA	NA	NA
nt_4	vistaEnhancers	chr16	80372594	80373755	0.577983934391815	FALSE	1	0	0	0	0	Inf	q23.2	FALSE	DYNLRB2	80574854	+	-201098	NA	NA	NA
nt_1854	vistaEnhancers	chr16	89057398	89061023	0.0228517846472588	FALSE	0.0830936416492685	0.36	0.6	0.380171937496251	0.123697619123618	1.1198706990041	q24.3	FALSE	CBFA2T3	89043504	-	-13893	NA	NA	NA
nt_819	vistaEnhancers	chr17	35474055	35475155	0.5254250364426	FALSE	1	0	0	0	0	Inf	q12	FALSE	MIR2909	35391042	+	83012	NA	NA	NA
nt_730	vistaEnhancers	chr17	41640236	41640900	0.00470427052929762	TRUE	0.0254838368267884	0.2	0	Inf	1.25243845690831	Inf	q21.31	FALSE	ETV4	41623800	-	-16435	NA	NA	NA
nt_1666	vistaEnhancers	chr17	47837235	47839185	0.190416847744936	TRUE	1	0	0	0	0	Inf	q21.33	FALSE	FAM117A	47865937	-	26751	NA	NA	NA
nt_1053	vistaEnhancers	chr18	22139918	22141191	0.222679236171869	FALSE	0.0789463651266407	0.32	0.56	0.374965462946304	0.122420504385261	1.11091689079111	q11.2	FALSE	LOC729950	22208146	+	-66954	NA	NA	NA
nt_1636	vistaEnhancers	chr18	25500906	25504214	0.00559839082098998	FALSE	0.0164844881502733	0.2	0.48	0.27620650366244	0.0836314951856718	0.876499754137933	q12.1	FALSE	CDH2	25757445	-	253230	NA	NA	NA
nt_679	vistaEnhancers	chr18	45087291	45088074	0.122257617042001	TRUE	1	0.02	0	Inf	0.0128359375	Inf	q21.1	FALSE	SKOR2	44775554	-	-311736	NA	NA	NA
