"id"	"chr"	"start"	"end"	"wilcoxon.p.value"	"hyper."	"fisher.p.value"	"tmr.ratio"	"nor.ratio"	"OR"	"CI_95_L"	"CI_95_H"	"cytoband"	"DM.band?"	"closest.TSS"	"pos"	"dir"	"dist"	"overlapped.TSS"	"overlapped.pos"	"ovrl.dir"
"110.chr1.47909712"	"chr1"	47909713	47911020	1.60804543552479e-11	TRUE	1.31213077278583e-12	0.96	0.16	108.188023748237	18.1160003092172	1287.89228638198	"p33"	FALSE	"FOXD2"	47901689	"+"	8023	NA	NA	NA
"25.chr1.47915639"	"chr1"	47915640	47915952	8.97314383517757e-05	TRUE	1.45813688560373e-07	0.58	0	Inf	7.3483646533785	Inf	"p33"	FALSE	"FOXD2"	47901689	"+"	13950	NA	NA	NA
"71.chr1.50513644"	"chr1"	50513645	50514320	5.86079337314325e-07	TRUE	2.71240029334045e-09	0.74	0.04	64.0342914326563	8.79652756477136	2831.69390280092	"p33"	FALSE	"ELAVL4"	50513686	"+"	0	"ELAVL4"	"50513686"	"+"
"43.chr1.50880916"	"chr1"	50880917	50881516	6.83395531288908e-11	TRUE	1.40007861031758e-14	0.88	0	Inf	32.0071259874135	Inf	"p32.3"	FALSE	"DMRTA2"	50889119	"-"	7602	NA	NA	NA
"21.chr1.50881884"	"chr1"	50881885	50882103	2.85322634125627e-09	TRUE	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	"p32.3"	FALSE	"DMRTA2"	50889119	"-"	7015	NA	NA	NA
"18.chr1.50882433"	"chr1"	50882434	50882660	8.29420132790014e-07	TRUE	1.20585717201875e-08	0.64	0	Inf	9.35072893871128	Inf	"p32.3"	FALSE	"DMRTA2"	50889119	"-"	6458	"DMRTA2"	"50889119"	"-"
"36.chr1.50882997"	"chr1"	50882998	50883426	2.48703944323788e-09	TRUE	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	"p32.3"	FALSE	"DMRTA2"	50889119	"-"	5692	"DMRTA2"	"50889119"	"-"
"480.chr1.50884228"	"chr1"	50884229	50891471	6.43818099345554e-09	TRUE	4.65957020862008e-07	0.9	0.32	18.0416069083594	4.78539306982739	82.2417394999971	"p32.3"	FALSE	"DMRTA2"	50889119	"-"	0	"DMRTA2"	"50889119"	"-"
"60.chr1.50892437"	"chr1"	50892438	50893243	1.3322679016699e-09	TRUE	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	"p32.3"	FALSE	"DMRTA2"	50889119	"-"	-3318	"DMRTA2"	"50889119"	"-"
"23.chr1.50893468"	"chr1"	50893469	50893745	2.01388606538135e-07	TRUE	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	"p32.3"	FALSE	"DMRTA2"	50889119	"-"	-4349	"DMRTA2"	"50889119"	"-"
"192.chr1.57887963"	"chr1"	57887964	57890637	0.00044441878732927	TRUE	1.45813688560373e-07	0.58	0	Inf	7.3483646533785	Inf	"p32.2"	FALSE	"C8B"	57431688	"-"	-456275	NA	NA	NA
"66.chr1.63795363"	"chr1"	63795364	63796140	5.46263690730216e-06	TRUE	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	"p31.3"	FALSE	"FOXD3"	63788730	"+"	6633	"FOXD3"	"63788730"	"+"
"28.chr1.75595813"	"chr1"	75595814	75596162	4.55686514042497e-08	TRUE	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	"p31.1"	FALSE	"LHX8"	75594119	"+"	1694	"LHX8"	"75594119"	"+"
"55.chr1.75600674"	"chr1"	75600675	75601415	0.000302268510555144	TRUE	1.13676781312999e-06	0.54	0	Inf	6.27568911136221	Inf	"p31.1"	FALSE	"LHX8"	75594119	"+"	6555	"LHX8"	"75594119"	"+"
"81.chr1.75601998"	"chr1"	75601999	75602878	8.02184070594459e-08	TRUE	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	"p31.1"	FALSE	"LHX8"	75594119	"+"	7879	NA	NA	NA
"112.chr1.77333111"	"chr1"	77333112	77334534	0.000212846289790271	TRUE	6.38904672628041e-09	0.66	0	Inf	10.1563818270619	Inf	"p31.1"	FALSE	"ST6GALNAC5"	77333186	"+"	0	"ST6GALNAC5"	"77333186"	"+"
"70.chr1.78956624"	"chr1"	78956625	78957516	2.8540111604978e-06	TRUE	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	"p31.1"	FALSE	"PTGFR"	78956728	"+"	0	"PTGFR"	"78956728"	"+"
"50.chr1.84326267"	"chr1"	84326268	84326838	0.00133316604047255	TRUE	1.13676781312999e-06	0.54	0	Inf	6.27568911136221	Inf	"p31.1"	FALSE	"MIR548AP"	84379059	"-"	52220	NA	NA	NA
"67.chr1.91172102"	"chr1"	91172103	91172771	9.30300063513006e-07	TRUE	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	"p22.2"	TRUE	"BARHL2"	91182794	"-"	10022	NA	NA	NA
"20.chr1.91182097"	"chr1"	91182098	91182364	4.91848195709005e-07	TRUE	1.20585717201875e-08	0.64	0	Inf	9.35072893871128	Inf	"p22.2"	TRUE	"BARHL2"	91182794	"-"	429	"BARHL2"	"91182794"	"-"
"124.chr1.91183240"	"chr1"	91183241	91184540	6.88442697315422e-09	TRUE	8.61856133303128e-09	0.88	0.2	27.259330573859	6.93404903914346	133.312656842309	"p22.2"	TRUE	"BARHL2"	91182794	"-"	-446	"BARHL2"	"91182794"	"-"
"36.chr1.91185156"	"chr1"	91185157	91185577	6.02011934524013e-09	TRUE	2.1968369318308e-09	0.9	0.2	33.1281907839551	8.06029098413828	173.902439976869	"p22.2"	TRUE	"BARHL2"	91182794	"-"	-2362	"BARHL2"	"91182794"	"-"
"147.chr1.91190489"	"chr1"	91190490	91192804	2.75462360157034e-11	TRUE	7.0120020431495e-15	0.96	0.08	217.494903400769	29.7892358317955	3412.87682002283	"p22.2"	TRUE	"BARHL2"	91182794	"-"	-7695	NA	NA	NA
"86.chr1.91300979"	"chr1"	91300980	91301891	1.23685655472294e-07	TRUE	3.10657442506465e-11	0.82	0.04	99.8679694024754	13.2212475876335	4458.66901990027	"p22.2"	TRUE	"BARHL2"	91182794	"-"	-118185	NA	NA	NA
"264.chr1.110610265"	"chr1"	110610266	110613303	5.45437696035366e-11	TRUE	1.93543923054036e-08	0.98	0.4	67.8145306610439	8.72941079872097	3090.12933391491	"p13.3"	FALSE	"ALX3"	110613322	"-"	18	"ALX3"	"110613322"	"-"
"36.chr1.111813411"	"chr1"	111813412	111813853	3.53281738720955e-08	TRUE	3.20842014340376e-10	0.78	0.04	78.9053616466483	10.6781983320746	3503.52686079878	"p13.2"	FALSE	"CHIAP2"	111823146	"+"	-9292	NA	NA	NA
"155.chr1.114695136"	"chr1"	114695137	114696672	1.08210906007042e-05	TRUE	6.38904672628041e-09	0.66	0	Inf	10.1563818270619	Inf	"p13.2"	FALSE	"SYT6"	114696472	"-"	0	"SYT6"	"114696472"	"-"
"25.chr1.114696886"	"chr1"	114696887	114697185	2.20813375219443e-05	TRUE	1.20585717201875e-08	0.64	0	Inf	9.35072893871128	Inf	"p13.2"	FALSE	"SYT6"	114696472	"-"	-414	"SYT6"	"114696472"	"-"
"36.chr1.119522385"	"chr1"	119522386	119522638	2.16636747127963e-06	TRUE	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	"p12"	TRUE	"TBX15"	119532179	"-"	9540	NA	NA	NA
"35.chr1.119526782"	"chr1"	119526783	119527192	1.00626898991136e-09	TRUE	6.12939981489607e-07	0.92	0.36	19.270010352067	4.830950952871	98.7688220070281	"p12"	TRUE	"TBX15"	119532179	"-"	4986	"TBX15"	"119532179"	"-"
"19.chr1.119531991"	"chr1"	119531992	119532196	1.42865382224064e-09	TRUE	3.51685805874423e-09	0.92	0.24	33.524916312862	7.94741345572231	185.752023279698	"p12"	TRUE	"TBX15"	119532179	"-"	0	"TBX15"	"119532179"	"-"
"36.chr1.119535666"	"chr1"	119535667	119535987	9.37801177811271e-10	TRUE	1.44122092033791e-10	0.84	0.08	55.2917459460206	10.6421667725836	571.024734819671	"p12"	TRUE	"TBX15"	119532179	"-"	-3487	"TBX15"	"119532179"	"-"
"32.chr1.119543056"	"chr1"	119543057	119543454	4.2954885327664e-09	TRUE	2.64014823659888e-13	0.84	0	Inf	24.497143179789	Inf	"p12"	TRUE	"TBX15"	119532179	"-"	-10877	NA	NA	NA
"176.chr1.119549144"	"chr1"	119549145	119551320	1.46520108028233e-06	TRUE	3.32658199117912e-07	0.74	0.12	19.8424383787052	4.8495125683199	121.068051782582	"p12"	TRUE	"TBX15"	119532179	"-"	-16965	NA	NA	NA
"75.chr1.121260857"	"chr1"	121260858	121261525	2.01388606538135e-07	TRUE	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	"p11.2"	FALSE	"EMBP1"	121260910	"+"	0	"EMBP1"	"121260910"	"+"
"37.chr1.146543987"	"chr1"	146543988	146544439	1.25142319945963e-08	TRUE	3.10657442506465e-11	0.82	0.04	99.8679694024754	13.2212475876335	4458.66901990027	"q21.1"	FALSE	"LOC728989"	146514599	"-"	-29388	NA	NA	NA
"25.chr1.146551476"	"chr1"	146551477	146551764	1.16309567494251e-07	TRUE	5.22127382591541e-09	0.82	0.12	31.1736028214815	7.27276735061854	197.690886153031	"q21.1"	FALSE	"NBPF13P"	146585928	"-"	34163	NA	NA	NA
"20.chr1.146552328"	"chr1"	146552329	146552577	3.06544921698609e-07	TRUE	9.47934690455702e-08	0.84	0.2	19.7838494632582	5.34339600421104	89.3011862062514	"q21.1"	FALSE	"NBPF13P"	146585928	"-"	33350	NA	NA	NA
"75.chr1.149137542"	"chr1"	149137543	149138399	1.78412462897652e-07	TRUE	3.29980582110885e-07	0.78	0.16	17.6753813259709	4.70035813964314	86.0097013117329	"q21.2"	TRUE	"LOC388692"	149279476	"+"	-141076	NA	NA	NA
"46.chr1.149156106"	"chr1"	149156107	149156671	6.58097608600727e-10	TRUE	5.62621314306073e-11	0.92	0.16	54.1409063698094	11.6839034885156	344.496378038746	"q21.2"	TRUE	"LOC388692"	149279476	"+"	-122804	NA	NA	NA
"30.chr1.149230771"	"chr1"	149230772	149231197	2.139242325785e-07	TRUE	3.20109753226057e-08	0.62	0	Inf	8.62299717643819	Inf	"q21.2"	TRUE	"LOC388692"	149279476	"+"	-48278	NA	NA	NA
"74.chr1.156814881"	"chr1"	156814882	156815792	1.3299159851878e-05	TRUE	1.1625025591174e-06	0.72	0.12	17.9895765891304	4.42759164611227	108.827833387662	"q23.1"	FALSE	"INSRR"	156828712	"-"	12919	NA	NA	NA
"45.chr1.156818622"	"chr1"	156818623	156819192	8.33959278346073e-06	TRUE	2.15682564611619e-07	0.76	0.12	21.9893538550326	5.33009248017775	135.271243084994	"q23.1"	FALSE	"INSRR"	156828712	"-"	9519	NA	NA	NA
"72.chr1.158150620"	"chr1"	158150621	158151503	1.38491576700073e-06	TRUE	2.06330384847420e-09	0.68	0	Inf	11.0515348517354	Inf	"q23.1"	FALSE	"CD1D"	158149737	"+"	883	"CD1D"	"158149737"	"+"
"72.chr1.161368863"	"chr1"	161368864	161369932	1.73668586897695e-08	TRUE	8.66448648556534e-12	0.84	0.04	113.949251987501	14.8727175768086	5104.50600631386	"q23.3"	FALSE	"C1orf192"	161337673	"-"	-31190	NA	NA	NA
"49.chr1.165321703"	"chr1"	165321704	165322318	8.73884168328913e-10	TRUE	1.44122092033791e-10	0.84	0.08	55.2917459460206	10.6421667725836	571.024734819671	"q23.3"	FALSE	"LMX1A"	165325952	"-"	3633	"LMX1A"	"165325952"	"-"
"29.chr1.165323486"	"chr1"	165323487	165323811	2.07518324028628e-10	TRUE	1.40007861031758e-14	0.88	0	Inf	32.0071259874135	Inf	"q23.3"	FALSE	"LMX1A"	165325952	"-"	2140	"LMX1A"	"165325952"	"-"
"181.chr1.165324191"	"chr1"	165324192	165326328	2.77748906070145e-10	TRUE	9.453240449212e-12	0.88	0.08	75.3789325546819	13.8457307338459	828.848319427801	"q23.3"	FALSE	"LMX1A"	165325952	"-"	0	"LMX1A"	"165325952"	"-"
"20.chr1.169396621"	"chr1"	169396622	169396869	1.10407411823626e-06	TRUE	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	"q24.2"	FALSE	"CCDC181"	169429907	"-"	33037	NA	NA	NA
"38.chr1.170630456"	"chr1"	170630457	170630851	1.78412462897652e-07	TRUE	9.51565919949972e-09	0.72	0.04	58.106937447902	8.0264300068734	2565.48449367881	"q24.2"	FALSE	"PRRX1"	170633313	"+"	-2461	"PRRX1"	"170633313"	"+"
"42.chr1.175568376"	"chr1"	175568377	175568808	1.97821876210608e-08	TRUE	3.88355353403929e-11	0.86	0.08	64.0101891823486	12.0659412433866	667.703773471697	"q25.1"	FALSE	"TNR"	175712752	"-"	143943	NA	NA	NA
"44.chr1.177133392"	"chr1"	177133393	177133846	0.000108014304686579	TRUE	3.76868150713644e-07	0.56	0	Inf	6.78990287815956	Inf	"q25.2"	FALSE	"ASTN1"	177134024	"-"	177	"ASTN1, BRINP2"	"177134024, 177140633"	"-, +"
"23.chr1.177140120"	"chr1"	177140121	177140323	4.12313939310693e-07	TRUE	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	"q25.2"	FALSE	"BRINP2"	177140633	"+"	-309	"ASTN1, BRINP2"	"177134024, 177140633"	"-, +"
"459.chr1.180198119"	"chr1"	180198120	180204975	4.01328805886586e-08	TRUE	5.22127382591541e-09	0.82	0.12	31.1736028214815	7.27276735061854	197.690886153031	"q25.2"	FALSE	"LHX4"	180199433	"+"	0	"LHX4"	"180199433"	"+"
"114.chr1.183386000"	"chr1"	183386001	183387664	1.02653318827818e-08	TRUE	5.5711206941835e-08	0.88	0.24	21.7495659600844	5.77024477315601	98.9330196690465	"q25.3"	FALSE	"NMNAT2"	183387634	"-"	0	"NMNAT2"	"183387634"	"-"
"27.chr1.197890478"	"chr1"	197890479	197890824	2.66401220782099e-09	TRUE	1.44122092033791e-10	0.84	0.08	55.2917459460206	10.6421667725836	571.024734819671	"q31.3"	FALSE	"LHX9"	197881635	"+"	8843	NA	NA	NA
"55.chr1.200011400"	"chr1"	200011401	200012055	5.59688545971611e-05	TRUE	1.02430286580253e-07	0.6	0	Inf	7.95451912844582	Inf	"q32.1"	FALSE	"NR5A2"	199996730	"+"	14670	NA	NA	NA
"111.chr1.205312493"	"chr1"	205312494	205313576	3.95712368449487e-06	TRUE	1.45813688560373e-07	0.58	0	Inf	7.3483646533785	Inf	"q32.1"	FALSE	"KLHDC8A"	205326218	"-"	12641	NA	NA	NA
"48.chr1.207842805"	"chr1"	207842806	207843259	1.19992164230425e-05	TRUE	2.06330384847420e-09	0.68	0	Inf	11.0515348517354	Inf	"q32.2"	FALSE	"CR1L"	207818458	"+"	24347	NA	NA	NA
"42.chr1.214153214"	"chr1"	214153215	214153668	2.91509318316509e-08	TRUE	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	"q32.3"	FALSE	"PROX1"	214161278	"+"	-7609	NA	NA	NA
"40.chr1.214158726"	"chr1"	214158727	214159080	7.39118393551684e-07	TRUE	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	"q32.3"	FALSE	"PROX1"	214161278	"+"	-2197	"PROX1"	"214161278"	"+"
"102.chr1.217307744"	"chr1"	217307745	217309179	0.000463589309423225	TRUE	1.18460167991838e-06	0.6	0.04	34.5016826809153	4.85668736263062	1515.76518649609	"q41"	FALSE	"ESRRG"	217311097	"-"	1917	"ESRRG"	"217311097"	"-"
"46.chr1.217310749"	"chr1"	217310750	217311178	2.70157301589885e-06	TRUE	2.15682564611619e-07	0.76	0.12	21.9893538550326	5.33009248017775	135.271243084994	"q41"	FALSE	"ESRRG"	217311097	"-"	0	"ESRRG"	"217311097"	"-"
"25.chr1.217311467"	"chr1"	217311468	217311773	5.17152657939932e-08	TRUE	2.71240029334045e-09	0.74	0.04	64.0342914326563	8.79652756477136	2831.69390280092	"q41"	FALSE	"ESRRG"	217311097	"-"	-370	"ESRRG"	"217311097"	"-"
"49.chr1.221064889"	"chr1"	221064890	221065600	4.94617003160058e-10	TRUE	3.51685805874423e-09	0.92	0.24	33.524916312862	7.94741345572231	185.752023279698	"q41"	FALSE	"HLX"	221052743	"+"	12146	NA	NA	NA
"159.chr1.224803637"	"chr1"	224803638	224805314	7.36069721498542e-09	TRUE	5.5711206941835e-08	0.88	0.24	21.7495659600844	5.77024477315601	98.9330196690465	"q42.12"	FALSE	"CNIH3"	224804179	"+"	0	"CNIH3"	"224804179"	"+"
"29.chr1.224805408"	"chr1"	224805409	224805853	2.72037439871011e-07	TRUE	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	"q42.12"	FALSE	"CNIH3"	224804179	"+"	1229	"CNIH3"	"224804179"	"+"
"196.chr1.228194096"	"chr1"	228194097	228196512	1.10407411823626e-06	TRUE	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	"q42.13"	FALSE	"WNT3A"	228194723	"+"	0	"WNT3A"	"228194723"	"+"
"245.chr1.229567206"	"chr1"	229567207	229570684	7.06580427063696e-10	TRUE	1.38420961415858e-07	0.96	0.4	33.5610424437247	6.38730334076555	346.71415603215	"q42.13"	FALSE	"ACTA1"	229569843	"-"	0	"ACTA1"	"229569843"	"-"
"126.chr1.234040298"	"chr1"	234040299	234041457	4.9182434686463e-09	TRUE	1.04328438381729e-13	0.9	0.04	186.007702685445	22.5729925776831	8435.51344804209	"q42.2"	FALSE	"SLC35F3"	234040679	"+"	0	"SLC35F3"	"234040679"	"+"
"170.chr1.237205126"	"chr1"	237205127	237206644	1.42865382224064e-09	TRUE	5.10802873635223e-13	0.88	0.04	154.746002475729	19.3698177844685	6987.80566024278	"q43"	FALSE	"RYR2"	237205702	"+"	0	"RYR2"	"237205702"	"+"
"113.chr1.239550108"	"chr1"	239550109	239551339	1.09359953303312e-07	TRUE	9.51565919949972e-09	0.72	0.04	58.106937447902	8.0264300068734	2565.48449367881	"q43"	FALSE	"CHRM3"	239549865	"+"	243	"CHRM3"	"239549865"	"+"
"194.chr1.240254959"	"chr1"	240254960	240257063	1.39819406789723e-07	TRUE	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	"q43"	FALSE	"FMN2"	240255185	"+"	0	"FMN2"	"240255185"	"+"
"101.chr1.248020330"	"chr1"	248020331	248021252	7.58541402162599e-10	TRUE	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	"q44"	FALSE	"TRIM58"	248020501	"+"	0	"TRIM58"	"248020501"	"+"
"79.chr2.467849"	"chr2"	467850	468659	9.30300063513006e-07	TRUE	1.83534102165731e-07	0.86	0.24	18.3359385734931	5.03738485303138	79.0966534122784	"p25.3"	FALSE	"FAM150B"	288308	"-"	-179541	NA	NA	NA
"24.chr2.5831187"	"chr2"	5831188	5831413	4.27671110485254e-08	TRUE	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	"p25.2"	FALSE	"SOX11"	5832799	"+"	-1385	"SOX11"	"5832799"	"+"
"192.chr2.5832041"	"chr2"	5832042	5834208	2.66401220782099e-09	TRUE	1.50402857342319e-08	0.9	0.24	26.4959439749964	6.70557974581881	130.016551435822	"p25.2"	FALSE	"SOX11"	5832799	"+"	0	"SOX11"	"5832799"	"+"
"138.chr2.5836068"	"chr2"	5836069	5837643	3.66347987843618e-07	TRUE	1.34624438768348e-08	0.76	0.08	34.2514834804241	6.93285584276371	340.845143288203	"p25.2"	FALSE	"SOX11"	5832799	"+"	3269	"SOX11"	"5832799"	"+"
"139.chr2.11622000"	"chr2"	11622001	11623297	1.3088700540558e-06	TRUE	5.52932925565979e-08	0.68	0.04	48.3680365036895	6.74092100967879	2130.26603797867	"p25.1"	FALSE	"E2F6"	11606303	"-"	-15697	NA	NA	NA
"25.chr2.19551735"	"chr2"	19551736	19551961	5.52884445520809e-07	TRUE	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	"p24.1"	FALSE	"MIR4757"	19548190	"+"	3545	"MIR4757, OSR1"	"19548190, 19558372"	"+, -"
"23.chr2.19553157"	"chr2"	19553158	19553432	9.60702827714893e-09	TRUE	2.21261201433827e-08	0.92	0.28	27.4951430877605	6.68579425565015	147.105399860609	"p24.1"	FALSE	"OSR1"	19558372	"-"	4939	"MIR4757, OSR1"	"19548190, 19558372"	"+, -"
"60.chr2.19560963"	"chr2"	19560964	19561650	6.3399164288434e-11	TRUE	2.71383268144002e-08	0.94	0.32	30.8965314215886	6.90426847556549	202.475904291645	"p24.1"	FALSE	"OSR1"	19558372	"-"	-2591	"OSR1"	"19558372"	"-"
"61.chr2.25499763"	"chr2"	25499764	25500429	0.000315645915059908	TRUE	1.45813688560373e-07	0.58	0	Inf	7.3483646533785	Inf	"p23.3"	FALSE	"MIR1301"	25551590	"-"	51160	NA	NA	NA
"198.chr2.30453566"	"chr2"	30453567	30455655	3.01468378025508e-06	TRUE	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	"p23.1"	FALSE	"LBH"	30454397	"+"	0	"LBH"	"30454397"	"+"
"300.chr2.38301276"	"chr2"	38301277	38304518	1.78412462897652e-07	TRUE	4.06861177225983e-07	0.82	0.2	17.2571876056791	4.75823210160273	75.8791283588952	"p22.2"	FALSE	"CYP1B1"	38303323	"-"	0	"CYP1B1"	"38303323"	"-"
"177.chr2.45155195"	"chr2"	45155196	45157049	1.3322679016699e-09	TRUE	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	"p21"	FALSE	"SIX3"	45169037	"+"	-11987	NA	NA	NA
"18.chr2.45159893"	"chr2"	45159894	45160112	3.28400915641552e-05	TRUE	1.38541752840361e-06	0.52	0	Inf	5.80115612597983	Inf	"p21"	FALSE	"SIX3"	45169037	"+"	-8924	NA	NA	NA
"85.chr2.45227644"	"chr2"	45227645	45228783	2.58275892177205e-10	TRUE	9.72789663929904e-12	0.94	0.16	72.56878936475	14.2440780368686	566.728768919127	"p21"	FALSE	"SIX2"	45236542	"-"	7758	NA	NA	NA
"25.chr2.45231211"	"chr2"	45231212	45231482	1.24223155077294e-09	TRUE	1.04328438381729e-13	0.9	0.04	186.007702685445	22.5729925776831	8435.51344804209	"p21"	FALSE	"SIX2"	45236542	"-"	5059	"SIX2"	"45236542"	"-"
"59.chr2.45231781"	"chr2"	45231782	45232550	1.00626898991136e-09	TRUE	8.88360957845229e-11	0.94	0.2	56.2078760961098	11.6432755668778	408.89675902401	"p21"	FALSE	"SIX2"	45236542	"-"	3991	"SIX2"	"45236542"	"-"
"236.chr2.47796923"	"chr2"	47796924	47799166	0.000253889614600106	TRUE	1.18460167991838e-06	0.6	0.04	34.5016826809153	4.85668736263062	1515.76518649609	"p21"	FALSE	"KCNK12"	47797470	"-"	0	"KCNK12"	"47797470"	"-"
"73.chr2.50574045"	"chr2"	50574046	50574817	0.00161852296933514	TRUE	1.45813688560373e-07	0.58	0	Inf	7.3483646533785	Inf	"p16.3"	FALSE	"NRXN1"	51259674	"-"	684856	NA	NA	NA
"33.chr2.63281034"	"chr2"	63281035	63281347	2.56294839276894e-08	TRUE	2.21412431660222e-12	0.86	0.04	131.687196050845	16.8767041097356	5921.64630215503	"p15"	FALSE	"OTX1"	63277192	"+"	3842	"LOC100132215, OTX1"	"63275656, 63277192"	"-, +"
"55.chr2.63282514"	"chr2"	63282515	63283122	1.97821876210608e-08	TRUE	4.65957020862008e-07	0.9	0.32	18.0416069083594	4.78539306982739	82.2417394999971	"p15"	FALSE	"OTX1"	63277192	"+"	5322	"LOC100132215, OTX1"	"63275656, 63277192"	"-, +"
