"id"	"chr"	"start"	"end"	"wilcoxon.p.value"	"hyper."	"fisher.p.value"	"tmr.ratio"	"nor.ratio"	"OR"	"CI_95_L"	"CI_95_H"	"cytoband"	"DM.band?"	"closest.TSS"	"pos"	"dir"	"dist"	"overlapped.TSS"	"overlapped.pos"	"ovrl.dir"
"153.chr1.19970255"	"chr1"	19970256	19971923	0.41516982301757	FALSE	0.0104076679419145	0	0.16	0	0	0.705606496898328	"p36.13"	FALSE	"NBL1"	19969723	"+"	532	"NBL1"	"19969723"	"+"
"46.chr1.20669566"	"chr1"	20669567	20670018	0.000525830847819784	TRUE	1.03720063146621e-05	0.54	0.04	27.1548788159106	3.83074108928244	1192.9052090041	"p36.12"	FALSE	"VWA5B1"	20617412	"+"	52154	NA	NA	NA
"110.chr1.20692582"	"chr1"	20692583	20693534	0.000242984265479909	TRUE	1.02430286580253e-07	0.6	0	Inf	7.95451912844582	Inf	"p36.12"	FALSE	"LINC01141"	20755287	"-"	61752	NA	NA	NA
"188.chr1.20878894"	"chr1"	20878895	20880592	0.000762419924561972	TRUE	9.21720305307553e-06	0.48	0	Inf	4.95137396475962	Inf	"p36.12"	FALSE	"FAM43B"	20878932	"+"	0	"FAM43B"	"20878932"	"+"
"49.chr1.22140891"	"chr1"	22140892	22141407	1.47327922511566e-05	TRUE	0.000876659262863738	0.84	0.44	6.47745132469615	1.97316865134942	23.1022220773451	"p36.12"	FALSE	"LDLRAD2"	22138758	"+"	2133	"LDLRAD2"	"22138758"	"+"
"30.chr1.22927145"	"chr1"	22927146	22927542	0.0154348871975074	FALSE	0.00847201580772943	0.56	0.88	0.177289028805092	0.0301009702514896	0.705735885821608	"p36.12"	FALSE	"C1QA"	22963118	"+"	-35575	NA	NA	NA
"19.chr1.24861702"	"chr1"	24861703	24861920	0.00423196285376954	TRUE	0.016299833652937	0.58	0.28	3.48969934621834	1.13815499142038	11.7942111800847	"p36.11"	FALSE	"NCMAP"	24882567	"+"	-20646	NA	NA	NA
"50.chr1.26551517"	"chr1"	26551518	26552194	0.000162793879836755	TRUE	0.0133110358487184	0.56	0.24	3.9544114869924	1.24903161854002	14.2534756584791	"p36.11"	FALSE	"CEP85"	26560693	"+"	-8498	NA	NA	NA
"72.chr1.27687024"	"chr1"	27687025	27687743	9.40063268009334e-05	TRUE	0.596857131103707	0.96	0.92	2.06491863217989	0.141429501328771	30.1702496031481	"p36.11"	FALSE	"MAP3K6"	27693337	"-"	5593	"MAP3K6"	"27693337"	"-"
"81.chr1.28240584"	"chr1"	28240585	28241535	0.0109077540972019	FALSE	1	0	0	0	0	Inf	"p35.3"	FALSE	"RPA2"	28241236	"-"	0	"RPA2"	"28241236"	"-"
"37.chr1.29460810"	"chr1"	29460811	29461172	0.00989843383561336	FALSE	0.149889197686846	0.7	0.88	0.322529958597883	0.053745556647748	1.33241126047849	"p35.3"	FALSE	"TMEM200B"	29450421	"-"	-10389	NA	NA	NA
"29.chr1.29587087"	"chr1"	29587088	29587412	2.97594201025687e-05	TRUE	0.00707068048948719	0.92	0.64	6.28009792513989	1.50358967744521	31.9467698697319	"p35.3"	FALSE	"PTPRU"	29563028	"+"	24059	NA	NA	NA
"75.chr1.32237827"	"chr1"	32237828	32238661	5.62851141065975e-09	TRUE	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	"p35.2"	FALSE	"BAI2"	32229648	"-"	-8179	NA	NA	NA
"39.chr1.32410188"	"chr1"	32410189	32410630	0.0145057516986853	TRUE	0.00174926772813902	0.38	0.04	14.3259018109554	1.99301357897144	634.156436231977	"p35.1"	FALSE	"PTP4A2"	32403988	"-"	-6200	"PTP4A2"	"32403988"	"-"
"33.chr1.33005423"	"chr1"	33005424	33005739	0.000674335566831166	FALSE	1	0	0	0	0	Inf	"p35.1"	FALSE	"ZBTB8A"	32930658	"+"	74765	NA	NA	NA
"62.chr1.34642382"	"chr1"	34642383	34643024	7.09739396224353e-05	TRUE	1.03720063146621e-05	0.54	0.04	27.1548788159106	3.83074108928244	1192.9052090041	"p34.3"	FALSE	"C1orf94"	34632624	"+"	9758	NA	NA	NA
"25.chr1.35586331"	"chr1"	35586332	35586591	7.39118393551684e-07	TRUE	7.69877787304246e-06	0.82	0.28	11.2140690002413	3.33387512025694	42.7942869806741	"p34.3"	FALSE	"ZMYM1"	35544972	"+"	41359	NA	NA	NA
"89.chr1.36042432"	"chr1"	36042433	36043444	5.86621710408936e-08	TRUE	5.17651080248797e-05	0.84	0.36	8.97895799506413	2.70439103366846	33.0826360654326	"p34.3"	FALSE	"TFAP2E"	36038971	"+"	3461	"TFAP2E"	"36038971"	"+"
"59.chr1.36184248"	"chr1"	36184249	36184774	0.00394143687367523	TRUE	1	0	0	0	0	Inf	"p34.3"	FALSE	"C1orf216"	36184790	"-"	15	"C1orf216"	"36184790"	"-"
"219.chr1.36786500"	"chr1"	36786501	36789402	0.00540816883427983	TRUE	0.5308055730066	0.84	0.76	1.64622463370474	0.409854145237121	6.31473622615483	"p34.3"	FALSE	"EVA1B"	36789755	"-"	352	"EVA1B"	"36789755"	"-"
"232.chr1.37498377"	"chr1"	37498378	37500624	4.40033532683985e-05	TRUE	1.67981566953498e-05	0.7	0.16	11.7854605112592	3.24123902294753	55.4763232236405	"p34.3"	FALSE	"GRIK3"	37499844	"-"	0	"GRIK3"	"37499844"	"-"
"47.chr1.37783611"	"chr1"	37783612	37784258	0.00620581529656234	TRUE	0.000830655286707884	0.4	0.04	15.5659023779842	2.17339553685854	687.872702059469	"p34.3"	FALSE	"LINC01137"	37940044	"-"	155785	NA	NA	NA
"22.chr1.38200919"	"chr1"	38200920	38201200	5.59688545971611e-05	TRUE	2.870886225708e-07	0.7	0.08	25.5244239476761	5.27156302771754	249.487039127439	"p34.3"	FALSE	"EPHA10"	38230824	"-"	29623	NA	NA	NA
"77.chr1.38229838"	"chr1"	38229839	38230888	4.55686514042497e-08	TRUE	1.37787311838289e-08	0.84	0.16	25.7688670829198	6.52555109591794	132.495383311765	"p34.3"	FALSE	"EPHA10"	38230824	"-"	0	"EPHA10"	"38230824"	"-"
"48.chr1.38397236"	"chr1"	38397237	38397721	0.00760164147522017	TRUE	1	0	0	0	0	Inf	"p34.3"	FALSE	"INPP5B"	38412729	"-"	15007	NA	NA	NA
"59.chr1.39044059"	"chr1"	39044060	39044561	0.0525339032515038	TRUE	0.00335428472575527	0.26	0	Inf	1.82303133086725	Inf	"p34.3"	FALSE	"MYCBP"	39339050	"-"	294488	NA	NA	NA
"123.chr1.40235767"	"chr1"	40235768	40237190	0.00149823127206793	TRUE	2.39424021943811e-05	0.44	0	Inf	4.21432383740927	Inf	"p34.2"	FALSE	"OXCT2"	40237020	"-"	0	"OXCT2"	"40237020"	"-"
"70.chr1.41283840"	"chr1"	41283841	41284591	0.0539181448575074	TRUE	0.000361747764024363	0.44	0.04	18.3040014866428	2.56935382977272	806.691962032831	"p34.2"	FALSE	"KCNQ4"	41249684	"+"	34156	NA	NA	NA
"67.chr1.41349740"	"chr1"	41349741	41350293	0.000595790367717186	TRUE	0.00566941552913372	0.74	0.4	4.17728921789197	1.37358542508918	13.4230996859981	"p34.2"	FALSE	"CITED4"	41328018	"-"	-21722	NA	NA	NA
"127.chr1.41444870"	"chr1"	41444871	41446116	0.00438439191810136	TRUE	0.000912844854952871	0.52	0.12	7.73810732520503	1.95462449270315	45.5444626592043	"p34.2"	FALSE	"CTPS1"	41445007	"+"	0	"CTPS1"	"41445007"	"+"
"76.chr1.43814305"	"chr1"	43814306	43815277	0.00113912865053481	FALSE	0.316301247393042	0.8	0.92	0.352087183268863	0.034610444658954	1.86847170725982	"p34.2"	FALSE	"CDC20"	43824626	"+"	-9348	NA	NA	NA
"59.chr1.44031286"	"chr1"	44031287	44031853	0.00181570225079896	TRUE	3.37249873958826e-06	0.5	0	Inf	5.36109623441605	Inf	"p34.2"	FALSE	"PTPRF"	43996547	"+"	34739	NA	NA	NA
"73.chr1.44401757"	"chr1"	44401758	44402423	0.00423196285376954	FALSE	0.54954954954955	0.04	0	Inf	0.093423873479549	Inf	"p34.1"	FALSE	"ARTN"	44398992	"+"	2765	"ARTN"	"44398992"	"+"
"243.chr1.44871109"	"chr1"	44871110	44874047	6.65095993797791e-08	TRUE	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	"p34.1"	FALSE	"RNF220"	44870960	"+"	149	"RNF220"	"44870960"	"+"
"110.chr1.44883136"	"chr1"	44883137	44884272	0.0824878148511929	TRUE	0.00148503172859828	0.3	0	Inf	2.25470923733567	Inf	"p34.1"	FALSE	"RNF220"	44870960	"+"	12176	NA	NA	NA
"54.chr1.46913786"	"chr1"	46913787	46914343	0.145543519012408	TRUE	0.00375448286742614	0.34	0.04	12.065410437395	1.6628398892566	536.4033411338	"p33"	FALSE	"FAAHP1"	46899499	"+"	14287	NA	NA	NA
"15.chr1.46940236"	"chr1"	46940237	46940437	0.0313757649913454	TRUE	0.00651921487077887	0.7	0.36	4.0618418412698	1.34535426359018	13.0687459074235	"p33"	FALSE	"DMBX1"	46972668	"+"	-32230	NA	NA	NA
"175.chr1.46954793"	"chr1"	46954794	46957121	8.53684501914287e-08	TRUE	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	"p33"	FALSE	"DMBX1"	46972668	"+"	-15546	NA	NA	NA
"49.chr1.47009575"	"chr1"	47009576	47010132	0.0136262904279443	TRUE	0.000141693911181808	0.38	0	Inf	3.27368594097883	Inf	"p33"	FALSE	"MKNK1-AS1"	47004368	"+"	5207	"MKNK1-AS1, KNCN"	"47004368, 47016887"	"+, -"
"129.chr1.47696504"	"chr1"	47696505	47698197	5.21505946602159e-07	TRUE	2.06330384847420e-09	0.68	0	Inf	11.0515348517354	Inf	"p33"	FALSE	"TAL1"	47697892	"-"	0	"TAL1"	"47697892"	"-"
"20.chr1.47899125"	"chr1"	47899126	47899398	2.16678095612026e-09	TRUE	8.73033476752295e-06	0.98	0.56	36.3531189016404	4.6114596308121	1672.66613225679	"p33"	FALSE	"FOXD2-AS1"	47900313	"-"	914	"FOXD2, FOXD2-AS1"	"47901689, 47900313"	"+, -"
"54.chr1.47899661"	"chr1"	47899662	47900385	2.41296291866374e-07	TRUE	0.0746871176390455	0.92	0.76	3.56178896432283	0.748337086461941	19.2167087358138	"p33"	FALSE	"FOXD2-AS1"	47900313	"-"	0	"FOXD2, FOXD2-AS1"	"47901689, 47900313"	"+, -"
"268.chr1.47902793"	"chr1"	47902794	47905518	2.73352361411806e-08	TRUE	0.000545205140595926	0.96	0.64	12.9513195940465	2.34590151217097	135.668480635655	"p33"	FALSE	"FOXD2"	47901689	"+"	1104	"FOXD2, FOXD2-AS1"	"47901689, 47900313"	"+, -"
"110.chr1.47909712"	"chr1"	47909713	47911020	1.60804543552479e-11	TRUE	1.31213077278583e-12	0.96	0.16	108.188023748237	18.1160003092172	1287.89228638198	"p33"	FALSE	"FOXD2"	47901689	"+"	8023	NA	NA	NA
"25.chr1.47915639"	"chr1"	47915640	47915952	1.47327922511566e-05	TRUE	1.45813688560373e-07	0.58	0	Inf	7.3483646533785	Inf	"p33"	FALSE	"FOXD2"	47901689	"+"	13950	NA	NA	NA
"71.chr1.50513644"	"chr1"	50513645	50514320	1.38491576700073e-06	TRUE	2.71240029334045e-09	0.74	0.04	64.0342914326563	8.79652756477136	2831.69390280092	"p33"	FALSE	"ELAVL4"	50513686	"+"	0	"ELAVL4"	"50513686"	"+"
"86.chr1.50798667"	"chr1"	50798668	50799536	7.12257213089284e-06	TRUE	0.000141693911181808	0.38	0	Inf	3.27368594097883	Inf	"p32.3"	FALSE	"DMRTA2"	50889119	"-"	89582	NA	NA	NA
"43.chr1.50880916"	"chr1"	50880917	50881516	2.07518324028628e-10	TRUE	1.40007861031758e-14	0.88	0	Inf	32.0071259874135	Inf	"p32.3"	FALSE	"DMRTA2"	50889119	"-"	7602	NA	NA	NA
"21.chr1.50881884"	"chr1"	50881885	50882103	2.01388606538135e-07	TRUE	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	"p32.3"	FALSE	"DMRTA2"	50889119	"-"	7015	NA	NA	NA
"18.chr1.50882433"	"chr1"	50882434	50882660	4.63820370242016e-07	TRUE	1.20585717201875e-08	0.64	0	Inf	9.35072893871128	Inf	"p32.3"	FALSE	"DMRTA2"	50889119	"-"	6458	"DMRTA2"	"50889119"	"-"
"36.chr1.50882997"	"chr1"	50882998	50883426	3.53281738720955e-08	TRUE	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	"p32.3"	FALSE	"DMRTA2"	50889119	"-"	5692	"DMRTA2"	"50889119"	"-"
"480.chr1.50884228"	"chr1"	50884229	50891471	6.02011934524013e-09	TRUE	4.65957020862008e-07	0.9	0.32	18.0416069083594	4.78539306982739	82.2417394999971	"p32.3"	FALSE	"DMRTA2"	50889119	"-"	0	"DMRTA2"	"50889119"	"-"
"60.chr1.50892437"	"chr1"	50892438	50893243	1.3322679016699e-09	TRUE	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	"p32.3"	FALSE	"DMRTA2"	50889119	"-"	-3318	"DMRTA2"	"50889119"	"-"
"23.chr1.50893468"	"chr1"	50893469	50893745	3.53281738720955e-08	TRUE	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	"p32.3"	FALSE	"DMRTA2"	50889119	"-"	-4349	"DMRTA2"	"50889119"	"-"
"24.chr1.54821990"	"chr1"	54821991	54822333	0.000329575999326632	TRUE	0.00110066304879784	0.7	0.28	5.84013508294235	1.8620143906141	20.326640599706	"p32.3"	FALSE	"SSBP3"	54872068	"-"	49734	NA	NA	NA
"192.chr1.57887963"	"chr1"	57887964	57890637	3.12637189337314e-05	TRUE	1.45813688560373e-07	0.58	0	Inf	7.3483646533785	Inf	"p32.2"	FALSE	"C8B"	57431688	"-"	-456275	NA	NA	NA
