"seqnames"	"start"	"end"	"width"	"strand"	"name"	"gieStain"	"wilcoxon.p.values"	"is.hyper"	"bonferroni"	"fdr"	"norm.rate"	"tumor.rate"
"chr2"	16700001	19200000	2500000	"*"	"p24.2"	"gneg"	0.932823697983414	FALSE	1	0.997251705728521	0.007421568	0.007254368
"chr2"	19200001	24000000	4800000	"*"	"p24.1"	"gpos75"	0.593442610271221	TRUE	1	0.997251705728521	0.0169776666666667	0.0174807083333333
"chr2"	24000001	27900000	3900000	"*"	"p23.3"	"gneg"	0.879402338505323	TRUE	1	0.997251705728521	0.0368692820512821	0.0376930666666667
"chr2"	27900001	30000000	2100000	"*"	"p23.2"	"gpos25"	0.835289831857835	TRUE	1	0.997251705728521	0.0158030476190476	0.0158121142857143
"chr2"	30000001	32100000	2100000	"*"	"p23.1"	"gneg"	0.540189059986917	TRUE	1	0.997251705728521	0.0146876	0.0153706380952381
"chr2"	32100001	36600000	4500000	"*"	"p22.3"	"gpos75"	0.774422245496	FALSE	1	0.997251705728521	0.0130171111111111	0.0127233777777778
"chr2"	36600001	38600000	2000000	"*"	"p22.2"	"gneg"	0.593442610271221	TRUE	1	0.997251705728521	0.01511782	0.01589236
"chr2"	38600001	41800000	3200000	"*"	"p22.1"	"gpos50"	0.906059883154172	TRUE	1	0.997251705728521	0.0114650375	0.0117739625
"chr2"	41800001	47800000	6000000	"*"	"p21"	"gneg"	0.139425870184697	TRUE	1	0.908941808011746	0.0175688666666667	0.0205489333333333
"chr2"	47800001	52900000	5100000	"*"	"p16.3"	"gpos100"	0.609087899846492	FALSE	1	0.997251705728521	0.00955796862745098	0.00915546666666667
"chr2"	52900001	55000000	2100000	"*"	"p16.2"	"gneg"	0.39613355088122	TRUE	1	0.997251705728521	0.0148432952380952	0.0159332285714286
"chr2"	55000001	61300000	6300000	"*"	"p16.1"	"gpos100"	0.923892470513514	TRUE	1	0.997251705728521	0.0102681333333333	0.0103344476190476
"chr2"	61300001	64100000	2800000	"*"	"p15"	"gneg"	0.179251233837194	TRUE	1	0.959717786134541	0.014908	0.0178506
"chr2"	64100001	68600000	4500000	"*"	"p14"	"gpos50"	0.3422657197206	TRUE	1	0.997251705728521	0.01040008	0.0116270266666667
"chr2"	68600001	71500000	2900000	"*"	"p13.3"	"gneg"	0.222679236171869	TRUE	1	0.997251705728521	0.018219724137931	0.0205332620689655
"chr2"	71500001	73500000	2000000	"*"	"p13.2"	"gpos50"	0.995516299444868	TRUE	1	1	0.02298282	0.02269141
"chr2"	73500001	75000000	1500000	"*"	"p13.1"	"gneg"	0.359676900403454	TRUE	1	0.997251705728521	0.025038	0.0279946666666667
"chr2"	75000001	83300000	8300000	"*"	"p12"	"gpos100"	0.235733826881437	FALSE	1	0.997251705728521	0.00942153734939759	0.0084144
"chr2"	83300001	90500000	7200000	"*"	"p11.2"	"gneg"	0.648979241008512	TRUE	1	0.997251705728521	0.0162404611111111	0.0169221
"chr2"	90500001	93300000	2800000	"*"	"p11.1"	"acen"	0.888274534409131	FALSE	1	0.997251705728521	0.0141751428571429	0.0142885
"chr2"	93300001	96800000	3500000	"*"	"q11.1"	"acen"	0.968622023348662	FALSE	1	0.997251705728521	0.01055136	0.0104905085714286
"chr2"	96800001	102700000	5900000	"*"	"q11.2"	"gneg"	0.673416574633767	TRUE	1	0.997251705728521	0.0290091322033898	0.029827620338983
"chr2"	102700001	106000000	3300000	"*"	"q12.1"	"gpos50"	0.995516299444868	TRUE	1	1	0.0154816484848485	0.015371703030303
"chr2"	106000001	107500000	1500000	"*"	"q12.2"	"gneg"	0.757265755457726	TRUE	1	0.997251705728521	0.0250101333333333	0.0255213066666667
"chr2"	107500001	110200000	2700000	"*"	"q12.3"	"gpos25"	0.731756143276073	FALSE	1	0.997251705728521	0.0197160592592593	0.0189389851851852
"chr2"	110200001	114400000	4200000	"*"	"q13"	"gneg"	0.489439657194338	TRUE	1	0.997251705728521	0.014468180952381	0.015464180952381
"chr2"	114400001	118800000	4400000	"*"	"q14.1"	"gpos50"	0.421633438431796	FALSE	1	0.997251705728521	0.00923806363636364	0.00821082272727273
"chr2"	118800001	122400000	3600000	"*"	"q14.2"	"gneg"	0.454824874407985	TRUE	1	0.997251705728521	0.0284168333333333	0.0295780666666667
"chr2"	122400001	129900000	7500000	"*"	"q14.3"	"gpos50"	0.640915088694492	FALSE	1	0.997251705728521	0.0189337013333333	0.017800424
"chr2"	129900001	132500000	2600000	"*"	"q21.1"	"gneg"	0.977584328701393	TRUE	1	0.997251705728521	0.0293555384615385	0.0298679
"chr2"	132500001	135100000	2600000	"*"	"q21.2"	"gpos25"	0.809059791763385	FALSE	1	0.997251705728521	0.0241116923076923	0.0239041
"chr2"	135100001	136800000	1700000	"*"	"q21.3"	"gneg"	0.968622023348662	TRUE	1	0.997251705728521	0.0178237176470588	0.0178946705882353
"chr2"	136800001	142200000	5400000	"*"	"q22.1"	"gpos100"	0.555157757994667	FALSE	1	0.997251705728521	0.00673834074074074	0.00612728148148148
"chr2"	142200001	144100000	1900000	"*"	"q22.2"	"gneg"	0.950710425983859	TRUE	1	0.997251705728521	0.00737633684210526	0.00716301052631579
"chr2"	144100001	148700000	4600000	"*"	"q22.3"	"gpos100"	0.86170438687502	FALSE	1	0.997251705728521	0.00652477391304348	0.00614934782608696
"chr2"	148700001	149900000	1200000	"*"	"q23.1"	"gneg"	0.923892470513514	FALSE	1	0.997251705728521	0.0117287333333333	0.0118877833333333
"chr2"	149900001	150500000	600000	"*"	"q23.2"	"gpos25"	0.540189059986917	TRUE	1	0.997251705728521	0.00478166666666667	0.00500503333333333
"chr2"	150500001	154900000	4400000	"*"	"q23.3"	"gneg"	0.91497082711459	FALSE	1	0.997251705728521	0.00873376363636364	0.0086933
"chr2"	154900001	159800000	4900000	"*"	"q24.1"	"gpos75"	0.714911014668065	TRUE	1	0.997251705728521	0.00913577959183673	0.00968552653061224
"chr2"	159800001	163700000	3900000	"*"	"q24.2"	"gneg"	0.475426073048059	TRUE	1	0.997251705728521	0.00991993846153846	0.0107417692307692
"chr2"	163700001	169700000	6000000	"*"	"q24.3"	"gpos75"	0.325403180480112	FALSE	1	0.997251705728521	0.00779508	0.00701334
"chr2"	169700001	178000000	8300000	"*"	"q31.1"	"gneg"	0.00840004367184265	TRUE	1	0.380619585260824	0.0113186313253012	0.0155951807228916
"chr2"	178000001	180600000	2600000	"*"	"q31.2"	"gpos50"	0.783042569178059	FALSE	1	0.997251705728521	0.0128811230769231	0.0124228230769231
"chr2"	180600001	183000000	2400000	"*"	"q31.3"	"gneg"	0.155102538576716	TRUE	1	0.90951284525938	0.00621708333333333	0.00757583333333333
"chr2"	183000001	189400000	6400000	"*"	"q32.1"	"gpos75"	0.489439657194338	FALSE	1	0.997251705728521	0.00719416875	0.00684105625
"chr2"	189400001	191900000	2500000	"*"	"q32.2"	"gneg"	0.555157757994667	FALSE	1	0.997251705728521	0.008628208	0.008267696
"chr2"	191900001	197400000	5500000	"*"	"q32.3"	"gpos75"	0.496528966021922	FALSE	1	0.997251705728521	0.00891571636363636	0.00834561818181818
"chr2"	197400001	203300000	5900000	"*"	"q33.1"	"gneg"	0.689903847330455	TRUE	1	0.997251705728521	0.0118340203389831	0.0124848
"chr2"	203300001	204900000	1600000	"*"	"q33.2"	"gpos50"	0.689903847330455	TRUE	1	0.997251705728521	0.018911	0.0205221125
"chr2"	204900001	209000000	4100000	"*"	"q33.3"	"gneg"	0.783042569178059	TRUE	1	0.997251705728521	0.0146182146341463	0.0148575414634146
"chr2"	209000001	215300000	6300000	"*"	"q34"	"gpos100"	0.190416847744936	FALSE	1	0.977019778310326	0.00833975873015873	0.0073736126984127
"chr2"	215300001	221500000	6200000	"*"	"q35"	"gneg"	0.86170438687502	TRUE	1	0.997251705728521	0.0198158451612903	0.0202009806451613
"chr2"	221500001	225200000	3700000	"*"	"q36.1"	"gpos75"	0.434736291327013	TRUE	1	0.997251705728521	0.00819158918918919	0.00904895675675676
"chr2"	225200001	226100000	900000	"*"	"q36.2"	"gneg"	0.609087899846492	FALSE	1	0.997251705728521	0.0152525333333333	0.0147508222222222
"chr2"	226100001	231000000	4900000	"*"	"q36.3"	"gpos100"	0.428155694290953	FALSE	1	0.997251705728521	0.010541412244898	0.00963056734693878
"chr2"	231000001	235600000	4600000	"*"	"q37.1"	"gneg"	0.835289831857835	FALSE	1	0.997251705728521	0.035023347826087	0.0338326826086957
"chr2"	235600001	237300000	1700000	"*"	"q37.2"	"gpos50"	0.496528966021922	TRUE	1	0.997251705728521	0.0739683764705882	0.0770231647058824
"chr2"	237300001	243199373	5899373	"*"	"q37.3"	"gneg"	0.41516982301757	FALSE	1	0.997251705728521	0.110998284054933	0.10195004113149
"chr3"	1	2800000	2800000	"*"	"p26.3"	"gpos50"	0.116917392093246	FALSE	1	0.870959222233098	0.0076589	0.00612895
"chr3"	2800001	4000000	1200000	"*"	"p26.2"	"gneg"	0.348008586292695	FALSE	1	0.997251705728521	0.0118585666666667	0.01038735
"chr3"	4000001	8700000	4700000	"*"	"p26.1"	"gpos50"	0.510870244294453	FALSE	1	0.997251705728521	0.0117117957446809	0.0108244595744681
"chr3"	8700001	11800000	3100000	"*"	"p25.3"	"gneg"	0.570326302158906	FALSE	1	0.997251705728521	0.0349050709677419	0.0333824387096774
"chr3"	11800001	13300000	1500000	"*"	"p25.2"	"gpos25"	0.448071224420112	FALSE	1	0.997251705728521	0.03880016	0.0358794666666667
"chr3"	13300001	16400000	3100000	"*"	"p25.1"	"gneg"	0.421633438431796	FALSE	1	0.997251705728521	0.0289826451612903	0.0268393677419355
"chr3"	16400001	23900000	7500000	"*"	"p24.3"	"gpos100"	0.273163945028108	FALSE	1	0.997251705728521	0.008336224	0.00741714666666667
"chr3"	23900001	26400000	2500000	"*"	"p24.2"	"gneg"	0.421633438431796	FALSE	1	0.997251705728521	0.007932304	0.007132624
"chr3"	26400001	30900000	4500000	"*"	"p24.1"	"gpos75"	0.601242281494147	FALSE	1	0.997251705728521	0.00646116444444444	0.00614553777777778
"chr3"	30900001	32100000	1200000	"*"	"p23"	"gneg"	0.609087899846492	FALSE	1	0.997251705728521	0.0108506666666667	0.0102301833333333
"chr3"	32100001	36500000	4400000	"*"	"p22.3"	"gpos50"	0.562717361580572	FALSE	1	0.997251705728521	0.0109402454545455	0.0104478
"chr3"	36500001	39400000	2900000	"*"	"p22.2"	"gneg"	0.475426073048059	FALSE	1	0.997251705728521	0.0158837931034483	0.0148433034482759
"chr3"	39400001	43700000	4300000	"*"	"p22.1"	"gpos75"	0.518121212324523	FALSE	1	0.997251705728521	0.0134086604651163	0.0129456139534884
"chr3"	43700001	44100000	400000	"*"	"p21.33"	"gneg"	0.0296486867610092	TRUE	1	0.580844726999771	0.0077157	0.0112094
"chr3"	44100001	44200000	100000	"*"	"p21.32"	"gpos50"	0.0322712023581972	FALSE	1	0.581684521336373	0.0139068	0.0093558
"chr3"	44200001	50600000	6400000	"*"	"p21.31"	"gneg"	0.757265755457726	FALSE	1	0.997251705728521	0.03106454375	0.0306378625
"chr3"	50600001	52300000	1700000	"*"	"p21.2"	"gpos25"	0.359676900403454	FALSE	1	0.997251705728521	0.0220996941176471	0.0204548235294118
"chr3"	52300001	54400000	2100000	"*"	"p21.1"	"gneg"	0.496528966021922	FALSE	1	0.997251705728521	0.038341980952381	0.0355585238095238
"chr3"	54400001	58600000	4200000	"*"	"p14.3"	"gpos50"	0.681641207464651	FALSE	1	0.997251705728521	0.0144761142857143	0.0140384666666667
"chr3"	58600001	63700000	5100000	"*"	"p14.2"	"gneg"	0.740228039812967	FALSE	1	0.997251705728521	0.00901308235294118	0.00866077647058824
"chr3"	63700001	69800000	6100000	"*"	"p14.1"	"gpos50"	0.765829643368155	FALSE	1	0.997251705728521	0.0109769573770492	0.0104948426229508
"chr3"	69800001	74200000	4400000	"*"	"p13"	"gneg"	0.547648120131863	FALSE	1	0.997251705728521	0.0142693090909091	0.0132722863636364
"chr3"	74200001	79800000	5600000	"*"	"p12.3"	"gpos75"	0.268274719722935	FALSE	1	0.997251705728521	0.0131163357142857	0.011639625
"chr3"	79800001	83500000	3700000	"*"	"p12.2"	"gneg"	0.288195596398079	FALSE	1	0.997251705728521	0.00802683243243243	0.00702237837837838
"chr3"	83500001	87200000	3700000	"*"	"p12.1"	"gpos75"	0.155102538576716	FALSE	1	0.90951284525938	0.00826911351351351	0.00708563243243243
"chr3"	87200001	87900000	700000	"*"	"p11.2"	"gneg"	0.122257617042001	FALSE	1	0.870959222233098	0.00706045714285714	0.00612894285714286
"chr3"	87900001	91000000	3100000	"*"	"p11.1"	"acen"	0.218444907256079	FALSE	1	0.997251705728521	0.00666669677419355	0.00566687096774194
"chr3"	91000001	93900000	2900000	"*"	"q11.1"	"acen"	0.29332781796394	TRUE	1	0.997251705728521	0.00171217931034483	0.0020140275862069
"chr3"	93900001	98300000	4400000	"*"	"q11.2"	"gvar"	0.66523080805653	TRUE	1	0.997251705728521	0.00620384545454545	0.0067001
"chr3"	98300001	100000000	1700000	"*"	"q12.1"	"gneg"	0.35381234491429	TRUE	1	0.997251705728521	0.00611390588235294	0.0072628
"chr3"	100000001	100900000	900000	"*"	"q12.2"	"gpos25"	0.258677488202168	TRUE	1	0.997251705728521	0.00922591111111111	0.0110333777777778
"chr3"	100900001	102800000	1900000	"*"	"q12.3"	"gneg"	0.714911014668065	TRUE	1	0.997251705728521	0.00945551578947368	0.0103898210526316
"chr3"	102800001	106200000	3400000	"*"	"q13.11"	"gpos75"	0.932823697983414	TRUE	1	0.997251705728521	0.00892889411764706	0.00943842352941176
"chr3"	106200001	107900000	1700000	"*"	"q13.12"	"gneg"	0.562717361580572	TRUE	1	0.997251705728521	0.0100855529411765	0.0111808
"chr3"	107900001	111300000	3400000	"*"	"q13.13"	"gpos50"	0.70653964359239	FALSE	1	0.997251705728521	0.00836052941176471	0.00837014705882353
"chr3"	111300001	113500000	2200000	"*"	"q13.2"	"gneg"	0.148678416391712	TRUE	1	0.908941808011746	0.0117489090909091	0.0143326181818182
"chr3"	113500001	117300000	3800000	"*"	"q13.31"	"gpos75"	0.609087899846492	TRUE	1	0.997251705728521	0.00815755789473684	0.00878214210526316
"chr3"	117300001	119000000	1700000	"*"	"q13.32"	"gneg"	0.817780875957667	TRUE	1	0.997251705728521	0.00785051764705882	0.00829596470588235
"chr3"	119000001	121900000	2900000	"*"	"q13.33"	"gpos75"	0.298521012478403	TRUE	1	0.997251705728521	0.0108143586206897	0.0128603655172414
"chr3"	121900001	123800000	1900000	"*"	"q21.1"	"gneg"	0.319904510098087	TRUE	1	0.997251705728521	0.0192632631578947	0.0222815263157895
"chr3"	123800001	125800000	2000000	"*"	"q21.2"	"gpos25"	0.0907463140874293	TRUE	1	0.78223322743364	0.01895328	0.02391201
"chr3"	125800001	129200000	3400000	"*"	"q21.3"	"gneg"	0.273163945028108	TRUE	1	0.997251705728521	0.0378009411764706	0.0441789176470588
"chr3"	129200001	133700000	4500000	"*"	"q22.1"	"gpos25"	0.273163945028108	TRUE	1	0.997251705728521	0.0135810044444444	0.0160848088888889
"chr3"	133700001	135700000	2000000	"*"	"q22.2"	"gneg"	0.288195596398079	TRUE	1	0.997251705728521	0.00822002	0.0095414
"chr3"	135700001	138700000	3000000	"*"	"q22.3"	"gpos25"	0.00687195058886489	TRUE	1	0.380619585260824	0.012397	0.0186348333333333
"chr3"	138700001	142800000	4100000	"*"	"q23"	"gneg"	0.0824878148511929	TRUE	1	0.733036045378642	0.0133972097560976	0.0167613804878049
"chr3"	142800001	148900000	6100000	"*"	"q24"	"gpos100"	0.00329266405810224	TRUE	1	0.380619585260824	0.00852161967213115	0.0122861147540984
"chr3"	148900001	152100000	3200000	"*"	"q25.1"	"gneg"	0.172082726254726	TRUE	1	0.932926478186001	0.0117518	0.01398079375
"chr3"	152100001	155000000	2900000	"*"	"q25.2"	"gpos50"	0.145543519012408	TRUE	1	0.908941808011746	0.00898689655172414	0.0115898
"chr3"	155000001	157000000	2000000	"*"	"q25.31"	"gneg"	0.278113756683648	TRUE	1	0.997251705728521	0.01090104	0.01259696
"chr3"	157000001	159000000	2000000	"*"	"q25.32"	"gpos50"	0.00470427052929762	TRUE	1	0.380619585260824	0.00707664	0.01045141
"chr3"	159000001	160700000	1700000	"*"	"q25.33"	"gneg"	0.122257617042001	TRUE	1	0.870959222233098	0.00858797647058824	0.0108925647058824
"chr3"	160700001	167600000	6900000	"*"	"q26.1"	"gpos100"	0.371587938950212	TRUE	1	0.997251705728521	0.00667260289855072	0.00774375362318841
"chr3"	167600001	170900000	3300000	"*"	"q26.2"	"gneg"	0.00840004367184265	TRUE	1	0.380619585260824	0.0123429818181818	0.0174735151515151
"chr3"	170900001	175700000	4800000	"*"	"q26.31"	"gpos75"	0.0597630758110076	TRUE	1	0.677484756426484	0.010766525	0.0144795041666667
"chr3"	175700001	179000000	3300000	"*"	"q26.32"	"gneg"	0.0712525869549497	TRUE	1	0.705973907530651	0.0104438181818182	0.0141124060606061
"chr3"	179000001	182700000	3700000	"*"	"q26.33"	"gpos75"	0.0174514957301289	TRUE	1	0.470099666230348	0.0107949837837838	0.0152742216216216
"chr3"	182700001	184500000	1800000	"*"	"q27.1"	"gneg"	0.0341279140148013	TRUE	1	0.581684521336373	0.045378	0.0594817111111111
"chr3"	184500001	186000000	1500000	"*"	"q27.2"	"gpos25"	0.0597630758110076	TRUE	1	0.677484756426484	0.0259103733333333	0.0333788666666667
"chr3"	186000001	187900000	1900000	"*"	"q27.3"	"gneg"	0.0322712023581972	TRUE	1	0.581684521336373	0.0142362736842105	0.0188824947368421
