chr	start	end	shortlist	type	wilcoxon.p.value	hyper.	fisher.p.value	tmr.ratio	nor.ratio	OR	CI_95_L	CI_95_H	cytoband	DM.band?	closest.TSS	pos	dir	dist	overlapped.TSS	overlapped.pos	ovrl.dir
chr1	2361485	2404578	TRUE	H2171	0.0272115725505063	TRUE	1	1	1	0	0	Inf	p36.32	FALSE	PLCH2	2407754	+	-3175	PLCH2	2407754	+
chr1	2479561	2480908	FALSE	NHLF	0.08653753526682	TRUE	0.00728180702248323	0.32	0.04	11.0323267457581	1.51133930528273	491.802739783037	p36.32	FALSE	LOC115110	2484284	-	3375	LOC115110, TNFRSF14	2484284, 2487805	-, +
chr1	2498974	2544516	FALSE	H2171	0.0322712023581972	FALSE	1	1	1	0	0	Inf	p36.32	FALSE	FAM213B	2517899	+	0	FAM213B	2517899	+
chr1	2777398	2807835	FALSE	H2171	0.00155730791473077	FALSE	1	1	1	0	0	Inf	p36.32	FALSE	TTC34	2706230	-	-71167	NA	NA	NA
chr1	2830171	2847469	FALSE	H2171	0.0154348871975074	FALSE	1	1	1	0	0	Inf	p36.32	FALSE	ACTRT2	2938046	+	-90576	NA	NA	NA
chr1	2895922	2902635	FALSE	H2171	0.000861089727659945	FALSE	0.294499979431487	0.92	1	0	0	3.01039873985599	p36.32	FALSE	ACTRT2	2938046	+	-35410	NA	NA	NA
chr1	3013439	3024144	FALSE	H2171	4.84648749115738e-05	FALSE	0.00198271919844313	0.5	0.88	0.139811690054405	0.023793630369294	0.553808753728484	p36.32	FALSE	MIR4251	3044539	+	-20394	NA	NA	NA
chr1	3177348	3179640	FALSE	H2171	0.042494475083369	FALSE	1	0.82	0.84	0.869371620595221	0.174707647662021	3.58859744044884	p36.32	FALSE	MIR4251	3044539	+	132808	NA	NA	NA
chr1	3235590	3278647	FALSE	H2171	0.0196955009654439	FALSE	1	1	1	0	0	Inf	p36.32	FALSE	ARHGEF16	3371147	+	-92499	NA	NA	NA
chr1	3420381	3421785	FALSE	NHLF	0.0553327003506705	FALSE	0.0557165260516886	0.44	0.68	0.374775295279605	0.116637731668608	1.12123709147561	p36.32	FALSE	ARHGEF16	3371147	+	49233	NA	NA	NA
chr1	4082737	4084809	FALSE	H2171	0.0140599532295954	FALSE	0.0238428299314569	0.28	0.56	0.310878067549741	0.0995263559415013	0.933684448830669	p36.32	FALSE	LINC01346	4000672	+	82064	NA	NA	NA
chr1	4586361	4589068	FALSE	H2171	0.00599704755681143	FALSE	0.001161773181713	0.44	0.84	0.153517281402936	0.033376604183478	0.546357619158721	p36.32	FALSE	LOC284661	4472111	+	114249	NA	NA	NA
chr1	5825118	5831978	FALSE	H2171	0.0174514957301289	FALSE	0.00603822542665888	0.32	0.68	0.226413401920376	0.0686255789148103	0.689876026556291	p36.31	FALSE	MIR4689	5922801	-	90822	NA	NA	NA
chr1	6170380	6173877	FALSE	H2171	0.0145057516986853	FALSE	0.0491447155245295	0.76	0.96	0.134570516430897	0.00297000071429628	1.02004290725297	p36.31	FALSE	CHD5	6240194	-	66316	NA	NA	NA
chr1	6215952	6232616	FALSE	H2171	0.044838453856633	FALSE	1	0.96	0.96	1	0.0162857682298263	20.1208673340566	p36.31	FALSE	CHD5	6240194	-	7577	NA	NA	NA
chr1	7019616	7024792	FALSE	HeLa	0.00219397045276708	TRUE	0.393825621878873	0.94	0.88	2.11305079328455	0.261729771846847	17.0776004705713	p36.31	FALSE	CAMTA1	6845384	+	174231	NA	NA	NA
chr1	7245390	7248094	FALSE	H2171	0.0767026250891524	FALSE	0.0397250424261808	0.02	0.16	0.110628094501652	0.00213934281405205	1.20354522763875	p36.23	FALSE	CAMTA1	6845384	+	400005	NA	NA	NA
chr1	7315450	7328416	FALSE	HeLa	0.11176208258595	FALSE	0.0250837797563544	0.82	1	0	0	0.92590569445829	p36.23	FALSE	CAMTA1	6845384	+	470065	NA	NA	NA
chr1	7613595	7623130	FALSE	H2171	0.00812594362911544	FALSE	0.711153311498331	0.88	0.92	0.641270052482456	0.0588114929782012	3.96731494823499	p36.23	FALSE	VAMP3	7831329	+	-208198	NA	NA	NA
chr1	8062988	8067408	FALSE	H2171	0.00109487985529326	FALSE	0.000660747172908523	0.38	0.8	0.157347633837847	0.0393599337693368	0.525212222824844	p36.23	FALSE	ERRFI1	8086393	-	18984	NA	NA	NA
chr1	8063916	8066094	FALSE	IMR90	0.000113105828810829	FALSE	0.000660747172908523	0.38	0.8	0.157347633837847	0.0393599337693368	0.525212222824844	p36.23	FALSE	ERRFI1	8086393	-	20298	NA	NA	NA
chr1	8233642	8300150	TRUE	HeLa	0.0109077540972019	TRUE	1	1	1	0	0	Inf	p36.23	FALSE	SLC45A1	8384390	+	-84239	NA	NA	NA
chr1	8257791	8278014	FALSE	NHLF	0.00735103771432285	TRUE	0.256201406886339	0.98	0.92	4.17141631114983	0.207343923024541	255.942868516757	p36.23	FALSE	SLC45A1	8384390	+	-106375	NA	NA	NA
chr1	8260091	8299780	TRUE	IMR90	0.00203474377229131	TRUE	0.333333333333333	1	0.96	Inf	0.0512818798828127	Inf	p36.23	FALSE	SLC45A1	8384390	+	-84609	NA	NA	NA
chr1	8498330	8524478	FALSE	NHLF	0.0071078710544772	TRUE	0.198337057514897	0.88	0.76	2.28772320689036	0.536483926232992	9.81462808383456	p36.23	FALSE	SLC45A1	8384390	+	113939	NA	NA	NA
chr1	8500863	8525691	TRUE	IMR90	0.0120075235228598	TRUE	0.198337057514897	0.88	0.76	2.28772320689036	0.536483926232992	9.81462808383456	p36.23	FALSE	SLC45A1	8384390	+	116472	NA	NA	NA
chr1	8658162	8658928	FALSE	NHLF	0.448071224420112	FALSE	1	0.1	0.12	0.817116471793267	0.143485937041723	5.73957852239205	p36.23	FALSE	RERE	8877699	-	218770	NA	NA	NA
chr1	9169245	9171282	FALSE	HeLa	0.109252557519574	TRUE	0.141307007032692	0.6	0.4	2.22515030829619	0.760076897013318	6.7748738523967	p36.23	FALSE	GPR157	9189229	-	17946	NA	NA	NA
chr1	9240706	9243279	FALSE	NHLF	0.897160749960968	TRUE	0.0491447155245295	0.24	0.04	7.43104824535251	0.980350917485475	336.700255722645	p36.22	FALSE	MIR34A	9211836	-	-28869	NA	NA	NA
chr1	9240809	9243251	FALSE	IMR90	0.547648120131863	FALSE	0.0461703659828753	0.16	0	Inf	0.915647201736929	Inf	p36.22	FALSE	MIR34A	9211836	-	-28972	NA	NA	NA
chr1	9241588	9243249	FALSE	H2171	0.00174764782093757	TRUE	0.0461703659828753	0.16	0	Inf	0.915647201736929	Inf	p36.22	FALSE	MIR34A	9211836	-	-29751	NA	NA	NA
chr1	9404026	9413866	FALSE	H2171	0.923892470513514	FALSE	0.034061458718993	1	0.88	Inf	0.859840251657219	Inf	p36.22	FALSE	SPSB1	9352941	+	51084	NA	NA	NA
chr1	9409304	9411336	FALSE	NHLF	0.959663679360865	TRUE	0.034061458718993	1	0.88	Inf	0.859840251657219	Inf	p36.22	FALSE	SPSB1	9352941	+	56362	NA	NA	NA
chr1	9488267	9490061	FALSE	HeLa	0.800362359816984	TRUE	0.0410405627114427	0.3	0.08	4.84151966859155	0.978157211123108	47.6060916606554	p36.22	FALSE	SLC25A33	9599528	+	-109466	NA	NA	NA
chr1	10694612	10696546	FALSE	HeLa	2.97594201025687e-05	FALSE	0.0105563593890331	0.52	0.84	0.210548347587155	0.0458882492542987	0.750224186678546	p36.22	FALSE	PEX14	10535003	+	159608	NA	NA	NA
chr1	10957277	10968854	FALSE	H2171	0.0209091674741763	FALSE	0.0399526005109092	0.6	0.84	0.290201883173307	0.062955881494871	1.04497896129562	p36.22	FALSE	C1orf127	11042094	-	73239	NA	NA	NA
chr1	10960288	10962347	FALSE	HeLa	0.000620972881791587	FALSE	0.00281407762009285	0.42	0.8	0.185325142215958	0.0466078482864898	0.616058877748279	p36.22	FALSE	C1orf127	11042094	-	79746	NA	NA	NA
chr1	11217153	11219750	FALSE	NHLF	0.127786595973895	TRUE	0.54954954954955	0.04	0	Inf	0.093423873479549	Inf	p36.22	FALSE	MTOR-AS1	11203955	+	13197	NA	NA	NA
chr1	11766981	11769420	FALSE	H2171	0.0221875038856441	FALSE	0.0882352617841957	0.38	0.6	0.413688390037157	0.135277957497928	1.21438744992451	p36.22	FALSE	DRAXIN	11751781	+	15199	NA	NA	NA
chr1	11773150	11777212	FALSE	H2171	0.0402549770784605	FALSE	0.316301247393042	0.8	0.92	0.352087183268863	0.034610444658954	1.86847170725982	p36.22	FALSE	AGTRAP	11796142	+	-18929	NA	NA	NA
chr1	11791392	11792546	FALSE	NHLF	0.283124272523515	FALSE	1	0	0	0	0	Inf	p36.22	FALSE	AGTRAP	11796142	+	-3595	AGTRAP	11796142	+
chr1	11944728	11949510	FALSE	H2171	0.0071078710544772	FALSE	0.188468146899914	0.62	0.8	0.41256607661889	0.103429233988601	1.39261333191403	p36.22	FALSE	NPPB	11918992	-	-25735	NA	NA	NA
chr1	12237510	12245135	FALSE	NHLF	0.00128198636945956	TRUE	0.0233455647491684	0.7	0.4	3.43684112881664	1.14862500016472	10.7977630252432	p36.22	FALSE	MIR4632	12251762	+	-6626	MIR4632	12251762	+
chr1	12537571	12542103	FALSE	HeLa	0.0145057516986853	FALSE	0.0497150534928899	0.42	0.68	0.345833534676872	0.107382015946057	1.03598294919566	p36.22	FALSE	SNORA59B	12567300	+	-25196	NA	NA	NA
chr1	13920096	13920787	FALSE	NHLF	0.959663679360865	TRUE	0.54954954954955	0.04	0	Inf	0.093423873479549	Inf	p36.21	FALSE	PDPN	13910252	+	9843	NA	NA	NA
chr1	15504215	15507317	FALSE	IMR90	0.0145057516986853	TRUE	0.000369813503660885	0.56	0.12	9.06430299325063	2.28854827962885	53.3824920627634	p36.21	FALSE	TMEM51	15479028	+	25186	NA	NA	NA
chr1	15504495	15506745	FALSE	NHLF	0.00380307406239911	TRUE	0.000369813503660885	0.56	0.12	9.06430299325063	2.28854827962885	53.3824920627634	p36.21	FALSE	TMEM51	15479028	+	25466	NA	NA	NA
chr1	15929275	15930809	FALSE	H2171	0.206089776985139	FALSE	0.205121207717555	0.6	0.76	0.478275770758488	0.132456040140596	1.53264205690198	p36.21	FALSE	DDI2	15943953	+	-13143	NA	NA	NA
chr1	16075868	16087984	FALSE	HeLa	0.0360751794436406	TRUE	1	0.86	0.84	1.16756397712406	0.224969913839214	5.221186799624	p36.21	FALSE	FBLIM1	16083154	+	0	TMEM82, FBLIM1	16068987, 16083154	+, +
chr1	16160278	16162362	FALSE	IMR90	0.547648120131863	TRUE	1	0	0	0	0	Inf	p36.21	FALSE	SPEN	16174359	+	-11996	NA	NA	NA
chr1	16470300	16483082	TRUE	IMR90	0.0498544504238848	FALSE	1	0.98	1	0	0	77.9062690200844	p36.13	FALSE	EPHA2	16482582	-	0	EPHA2	16482582	-
chr1	16532413	16577014	TRUE	H2171	0.00113912865053481	TRUE	1	0.98	0.96	2.02078291159305	0.0249783417144258	163.257407501336	p36.13	FALSE	RSG1	16563659	-	0	ARHGEF19, RSG1	16539104, 16563659	-, -
chr1	17199150	17199787	FALSE	NHLF	0.309090548186913	TRUE	0.00487306912038809	0.94	0.68	7.14492939339119	1.49889993618687	46.6536496253387	p36.13	FALSE	MST1L	17090975	-	-108174	NA	NA	NA
chr1	17493996	17495857	FALSE	IMR90	0.689903847330455	FALSE	1	0	0	0	0	Inf	p36.13	FALSE	PADI1	17531621	+	-35763	NA	NA	NA
chr1	17763430	17769084	FALSE	H2171	0.0436531785204044	FALSE	0.679756932313367	0.08	0.12	0.641715882714039	0.0990101368752031	4.76055071679897	p36.13	FALSE	RCC2	17766250	-	0	RCC2	17766250	-
chr1	17944134	17945503	FALSE	NHLF	0.194250248048249	TRUE	0.173428129910498	0.32	0.16	2.44304009520028	0.662834743284649	11.4127391578003	p36.13	FALSE	ARHGEF10L	17846827	+	97306	NA	NA	NA
chr1	18192295	18193339	FALSE	HeLa	0.109252557519574	FALSE	1	0	0	0	0	Inf	p36.13	FALSE	ACTL8	18081808	+	110486	NA	NA	NA
chr1	18432157	18436248	FALSE	H2171	0.0381163834846815	TRUE	0.00335428472575527	0.26	0	Inf	1.82303133086725	Inf	p36.13	FALSE	IGSF21	18434240	+	0	IGSF21	18434240	+
chr1	19049776	19053492	FALSE	H2171	0.106787799322651	TRUE	0.0266390676422747	0.52	0.24	3.37472593331952	1.06654258412583	12.127825773447	p36.13	FALSE	PAX7	18957500	+	92275	NA	NA	NA
chr1	19274960	19278633	FALSE	NHLF	0.00105222531195733	TRUE	0.000728518807266989	0.32	0	Inf	2.48824596814813	Inf	p36.13	FALSE	IFFO2	19282826	-	4192	IFFO2	19282826	-
chr1	19889789	19890935	FALSE	NHLF	0.20208638805909	FALSE	0.107894311444379	0.06	0.2	0.260607391409895	0.0369126104045763	1.48539350561053	p36.13	FALSE	MINOS1-NBL1	19923471	+	-32535	NA	NA	NA
chr1	19966366	19973460	FALSE	HeLa	0.0498544504238848	FALSE	0.0143478930804009	0.04	0.24	0.136080416503769	0.0124189979182116	0.845735712586972	p36.13	FALSE	NBL1	19969723	+	0	NBL1	19969723	+
chr1	20668656	20694093	FALSE	H2171	0.008973176229676	TRUE	1	0.9	0.88	1.22381574049704	0.174228821175398	6.96932410671868	p36.12	FALSE	VWA5B1	20617412	+	51243	NA	NA	NA
chr1	20806106	20812072	FALSE	IMR90	0.133508109051942	TRUE	0.0124990369508944	0.22	0	Inf	1.43332534641937	Inf	p36.12	FALSE	CAMK2N1	20812728	-	655	CAMK2N1	20812728	-
chr1	21051813	21053733	FALSE	H2171	0.0567780510029168	FALSE	0.0204768084847522	0.24	0.52	0.296848495092433	0.0933495680048949	0.910370568142529	p36.12	FALSE	SH2D5	21059330	-	5596	SH2D5	21059330	-
chr1	21475234	21477304	FALSE	NHLF	0.555157757994667	FALSE	1	0	0	0	0	Inf	p36.12	FALSE	EIF4G3	21503381	-	26076	NA	NA	NA
chr1	21475470	21487823	FALSE	HeLa	0.765829643368155	FALSE	0.596857131103707	0.04	0.08	0.484280583465086	0.0331452345656316	7.07066058074665	p36.12	FALSE	EIF4G3	21503381	-	15557	NA	NA	NA
chr1	21585887	21592757	TRUE	HeLa	0.0498544504238848	FALSE	0.333333333333333	1	0.96	Inf	0.0512818798828127	Inf	p36.12	FALSE	LOC100506801	21619783	+	-27025	NA	NA	NA
chr1	21587649	21589995	FALSE	IMR90	0.0272115725505063	FALSE	0.00150706300851716	0.56	0.92	0.113524898633297	0.0117154855773733	0.542655737682518	p36.12	FALSE	LOC100506801	21619783	+	-29787	NA	NA	NA
chr1	21709714	21713272	FALSE	H2171	0.0112639683936865	TRUE	0.0128455374271107	0.68	0.36	3.70572509902681	1.23485821718117	11.8249906995365	p36.12	FALSE	ECE1	21672034	-	-37679	NA	NA	NA
chr1	21724154	21724935	FALSE	HeLa	0.000186245665233585	TRUE	0.00117974174723849	0.88	0.52	6.56105844484801	1.85679069864813	25.9304559001199	p36.12	FALSE	NBPF3	21766583	+	-41647	NA	NA	NA
chr1	21724326	21724736	FALSE	NHLF	0.00438439191810136	TRUE	0.00117974174723849	0.88	0.52	6.56105844484801	1.85679069864813	25.9304559001199	p36.12	FALSE	NBPF3	21766583	+	-41846	NA	NA	NA
chr1	21843061	21865642	FALSE	H2171	0.00438439191810136	TRUE	0.325729356599509	0.96	0.88	3.21589855435976	0.342994015628793	41.1187585876875	p36.12	FALSE	ALPL	21835858	+	7202	NA	NA	NA
chr1	21964864	21967238	FALSE	H2171	0.0511794969987519	FALSE	0.201463581473059	0.58	0.76	0.440797717744019	0.122323983892117	1.40709910598444	p36.12	FALSE	RAP1GAP	21995856	-	28617	NA	NA	NA
chr1	22029682	22030373	FALSE	NHLF	0.879402338505323	FALSE	1	0	0	0	0	Inf	p36.12	FALSE	RAP1GAP	21995856	-	-33825	NA	NA	NA
chr1	22031368	22034318	FALSE	H2171	0.86170438687502	FALSE	0.412887709241173	0.12	0.04	3.2311772529792	0.358831355057943	156.593979013559	p36.12	FALSE	RAP1GAP	21995856	-	-35511	NA	NA	NA
chr1	22282947	22300951	FALSE	HeLa	0.061303725059473	FALSE	0.0717631340097946	0.26	0.48	0.385953973282877	0.123853014495145	1.17846661738972	p36.12	FALSE	CELA3B	22303418	+	-2466	CELA3B	22303418	+
chr1	23719866	23731089	FALSE	NHLF	0.0242323355592031	TRUE	0.325729356599509	0.96	0.88	3.21589855435976	0.342994015628793	41.1187585876875	p36.12	FALSE	TCEA3	23751261	-	20171	NA	NA	NA
chr1	23829240	23829821	FALSE	H2171	0.609087899846492	FALSE	1	0.02	0	Inf	0.0128359375	Inf	p36.12	FALSE	ASAP3	23811057	-	-18182	NA	NA	NA
chr1	24476703	24478703	FALSE	H2171	0.0149639675581192	FALSE	1	0	0	0	0	Inf	p36.11	FALSE	IL22RA1	24469775	-	-6927	IL22RA1	24469775	-
chr1	24517692	24529431	FALSE	HeLa	0.044838453856633	FALSE	0.0324278614006187	0.64	0.88	0.246553073499106	0.0415563218579212	0.996838944050401	p36.11	FALSE	LOC284632	24526730	+	0	IFNLR1, LOC284632	24513765, 24526730	-, +
chr1	24708027	24720916	FALSE	HeLa	0.00394143687367523	TRUE	0.0250837797563544	0.18	0	Inf	1.08002359849948	Inf	p36.11	FALSE	STPG1	24741587	-	20670	NA	NA	NA
chr1	24738041	24739224	FALSE	HeLa	0.632893098466351	FALSE	1	0	0	0	0	Inf	p36.11	FALSE	STPG1	24741587	-	2362	NIPAL3, STPG1	24742245, 24741587	+, -
chr1	25119449	25120710	FALSE	HeLa	0.888274534409131	FALSE	1	0	0	0	0	Inf	p36.11	FALSE	CLIC4	25071760	+	47688	NA	NA	NA
chr1	25241002	25253541	FALSE	NHLF	0.0154348871975074	TRUE	1	0.94	0.96	0.656236735326848	0.0119489204102255	8.68353137988281	p36.11	FALSE	RUNX3	25291612	-	38070	NA	NA	NA
chr1	25829829	25833105	FALSE	H2171	0.00109487985529326	FALSE	0.000802829889473551	0.14	0.52	0.154998349705792	0.0417501596885876	0.524513315258947	p36.11	FALSE	LDLRAP1	25870076	+	-36970	NA	NA	NA
chr1	25891682	25897215	FALSE	H2171	0.005223801728059	FALSE	0.0238593497812343	0.68	0.92	0.188300651889687	0.0192295910554709	0.924758563022562	p36.11	FALSE	LDLRAP1	25870076	+	21605	NA	NA	NA
chr1	25892662	25896324	FALSE	IMR90	0.0140599532295954	FALSE	0.000437926378107025	0.46	0.88	0.119428714871169	0.0202848632964461	0.47277959034221	p36.11	FALSE	LDLRAP1	25870076	+	22585	NA	NA	NA
chr1	25893043	25895794	FALSE	NHLF	0.00317521716113179	FALSE	0.000437926378107025	0.46	0.88	0.119428714871169	0.0202848632964461	0.47277959034221	p36.11	FALSE	LDLRAP1	25870076	+	22966	NA	NA	NA
chr1	25929466	25930025	FALSE	H2171	0.0661241172346727	FALSE	0.0251717139740168	0.1	0.32	0.241404911189722	0.0539614193391388	0.971536476225007	p36.11	FALSE	MAN1C1	25943959	+	-13933	NA	NA	NA
chr1	26313554	26320620	FALSE	H2171	0.0381163834846815	TRUE	0.210866601035733	0.46	0.28	2.16803960489518	0.706081427254628	7.28581751339607	p36.11	FALSE	PAFAH2	26324648	-	4027	PAFAH2	26324648	-
chr1	26405453	26406999	FALSE	H2171	0.540189059986917	FALSE	1	0.02	0	Inf	0.0128359375	Inf	p36.11	FALSE	TRIM63	26394125	-	-11327	NA	NA	NA
chr1	26794902	26800706	FALSE	H2171	0.0174514957301289	FALSE	0.0438221778315271	0.3	0.56	0.34203234068076	0.110682448195408	1.01963083960682	p36.11	FALSE	HMGN2	26798902	+	0	HMGN2	26798902	+
chr1	26841757	26859199	FALSE	H2171	0.088621789819604	FALSE	0.0486691546933396	0.46	0.72	0.336240997955731	0.099914055736544	1.02900086000857	p36.11	FALSE	RPS6KA1	26856249	+	0	RPS6KA1	26856249	+
chr1	26855657	26859116	FALSE	HeLa	0.562717361580572	TRUE	0.034061458718993	0	0.12	0	0	1.1630067306952	p36.11	FALSE	RPS6KA1	26856249	+	0	RPS6KA1	26856249	+
chr1	27097372	27115945	TRUE	IMR90	0.0436531785204044	TRUE	0.28605035392827	0.9	0.8	2.22369769803354	0.456453511884281	10.8793003976469	p36.11	FALSE	PIGV	27114454	+	0	PIGV	27114454	+
chr1	27191810	27192287	FALSE	IMR90	0.319904510098087	TRUE	1	0	0	0	0	Inf	p36.11	FALSE	SFN	27189633	+	2176	SFN	27189633	+
chr1	27357536	27360441	FALSE	H2171	0.0402549770784605	FALSE	0.131559477188112	0.32	0.52	0.439493875121952	0.145017200185434	1.30364479140742	p36.11	FALSE	FAM46B	27339333	-	-18202	NA	NA	NA
chr1	27424696	27427248	FALSE	H2171	0.061303725059473	TRUE	0.0140723397524478	0.98	0.8	11.819213156663	1.21546288943411	588.805963881129	p36.11	FALSE	SLC9A1	27481621	-	54372	NA	NA	NA
chr1	27729238	27731866	FALSE	NHLF	0.00219397045276708	TRUE	0.028132461279958	0.56	0.28	3.22057998778212	1.05161575368023	10.853999618646	p36.11	FALSE	GPR3	27719148	+	10089	NA	NA	NA
chr1	27753112	27757003	FALSE	H2171	0.0498544504238848	TRUE	0.0139356462965508	0.5	0.2	3.92807183651838	1.18302261158645	15.5548170864918	p36.11	FALSE	GPR3	27719148	+	33963	NA	NA	NA
chr1	27754787	27755440	FALSE	NHLF	0.330962962094626	TRUE	0.0420874203417479	0.46	0.2	3.35398341787566	1.00725104898943	13.2801581916512	p36.11	FALSE	GPR3	27719148	+	35638	NA	NA	NA
chr1	27822992	27857256	TRUE	H2171	0.00785987717531606	FALSE	0.0712629583423512	0.72	0.92	0.227384401537054	0.0230252054721942	1.13604635068626	p36.11	FALSE	WASF2	27816678	-	-6313	WASF2	27816678	-
chr1	28449866	28450494	FALSE	IMR90	0.518121212324523	FALSE	0.0374943726284648	0.04	0.2	0.171213434959592	0.0150999221109645	1.15059996210558	p35.3	FALSE	EYA3	28415148	-	-34717	NA	NA	NA
chr1	28572417	28578795	FALSE	HeLa	0.3422657197206	FALSE	0.0253409451868969	0.34	0.64	0.294938022860832	0.093096772678607	0.880570950477228	p35.3	FALSE	SESN2	28585963	+	-7167	NA	NA	NA
chr1	28775630	28777511	FALSE	HeLa	0.870545258978835	TRUE	1	0	0	0	0	Inf	p35.3	FALSE	RCC1	28832455	+	-54943	NA	NA	NA
chr1	29471508	29474866	FALSE	NHLF	0.41516982301757	TRUE	0.0290445986308787	0.88	0.64	4.03596582329163	1.08613544304094	16.2249700256749	p35.3	FALSE	TMEM200B	29450421	-	-21086	NA	NA	NA
chr1	30143953	30183922	FALSE	H2171	0.0402549770784605	FALSE	0.0254838368267884	0.8	1	0	0	0.798442426040266	p35.3	FALSE	PTPRU	29563028	+	580924	NA	NA	NA
chr1	30347855	30352242	FALSE	H2171	0.817780875957667	FALSE	0.0910304477736466	0.04	0.16	0.223765690211411	0.0188726146102292	1.69853713347648	p35.2	FALSE	PTPRU	29563028	+	784826	NA	NA	NA
