chr	start	end	shortlist	type	wilcoxon.p.value	hyper.	fisher.p.value	tmr.ratio	nor.ratio	OR	CI_95_L	CI_95_H	cytoband	DM.band?	closest.TSS	pos	dir	dist	overlapped.TSS	overlapped.pos	ovrl.dir
chr1	6170380	6173877	FALSE	H2171	0.0145057516986853	FALSE	0.0491447155245295	0.76	0.96	0.134570516430897	0.00297000071429628	1.02004290725297	p36.31	FALSE	CHD5	6240194	-	66316	NA	NA	NA
chr1	8062988	8067408	FALSE	H2171	0.00109487985529326	FALSE	0.000660747172908523	0.38	0.8	0.157347633837847	0.0393599337693368	0.525212222824844	p36.23	FALSE	ERRFI1	8086393	-	18984	NA	NA	NA
chr1	8063916	8066094	FALSE	IMR90	0.000113105828810829	FALSE	0.000660747172908523	0.38	0.8	0.157347633837847	0.0393599337693368	0.525212222824844	p36.23	FALSE	ERRFI1	8086393	-	20298	NA	NA	NA
chr1	9240809	9243251	FALSE	IMR90	0.547648120131863	FALSE	0.0461703659828753	0.16	0	Inf	0.915647201736929	Inf	p36.22	FALSE	MIR34A	9211836	-	-28972	NA	NA	NA
chr1	10694612	10696546	FALSE	HeLa	2.97594201025687e-05	FALSE	0.0105563593890331	0.52	0.84	0.210548347587155	0.0458882492542987	0.750224186678546	p36.22	FALSE	PEX14	10535003	+	159608	NA	NA	NA
chr1	10957277	10968854	FALSE	H2171	0.0209091674741763	FALSE	0.0399526005109092	0.6	0.84	0.290201883173307	0.062955881494871	1.04497896129562	p36.22	FALSE	C1orf127	11042094	-	73239	NA	NA	NA
chr1	10960288	10962347	FALSE	HeLa	0.000620972881791587	FALSE	0.00281407762009285	0.42	0.8	0.185325142215958	0.0466078482864898	0.616058877748279	p36.22	FALSE	C1orf127	11042094	-	79746	NA	NA	NA
chr1	12237510	12245135	FALSE	NHLF	0.00128198636945956	TRUE	0.0233455647491684	0.7	0.4	3.43684112881664	1.14862500016472	10.7977630252432	p36.22	FALSE	MIR4632	12251762	+	-6626	MIR4632	12251762	+
chr1	12537571	12542103	FALSE	HeLa	0.0145057516986853	FALSE	0.0497150534928899	0.42	0.68	0.345833534676872	0.107382015946057	1.03598294919566	p36.22	FALSE	SNORA59B	12567300	+	-25196	NA	NA	NA
chr1	15504215	15507317	FALSE	IMR90	0.0145057516986853	TRUE	0.000369813503660885	0.56	0.12	9.06430299325063	2.28854827962885	53.3824920627634	p36.21	FALSE	TMEM51	15479028	+	25186	NA	NA	NA
chr1	15504495	15506745	FALSE	NHLF	0.00380307406239911	TRUE	0.000369813503660885	0.56	0.12	9.06430299325063	2.28854827962885	53.3824920627634	p36.21	FALSE	TMEM51	15479028	+	25466	NA	NA	NA
chr1	19049776	19053492	FALSE	H2171	0.106787799322651	TRUE	0.0266390676422747	0.52	0.24	3.37472593331952	1.06654258412583	12.127825773447	p36.13	FALSE	PAX7	18957500	+	92275	NA	NA	NA
chr1	19274960	19278633	FALSE	NHLF	0.00105222531195733	TRUE	0.000728518807266989	0.32	0	Inf	2.48824596814813	Inf	p36.13	FALSE	IFFO2	19282826	-	4192	IFFO2	19282826	-
chr1	19966366	19973460	FALSE	HeLa	0.0498544504238848	FALSE	0.0143478930804009	0.04	0.24	0.136080416503769	0.0124189979182116	0.845735712586972	p36.13	FALSE	NBL1	19969723	+	0	NBL1	19969723	+
chr1	21587649	21589995	FALSE	IMR90	0.0272115725505063	FALSE	0.00150706300851716	0.56	0.92	0.113524898633297	0.0117154855773733	0.542655737682518	p36.12	FALSE	LOC100506801	21619783	+	-29787	NA	NA	NA
chr1	21709714	21713272	FALSE	H2171	0.0112639683936865	TRUE	0.0128455374271107	0.68	0.36	3.70572509902681	1.23485821718117	11.8249906995365	p36.12	FALSE	ECE1	21672034	-	-37679	NA	NA	NA
chr1	21724154	21724935	FALSE	HeLa	0.000186245665233585	TRUE	0.00117974174723849	0.88	0.52	6.56105844484801	1.85679069864813	25.9304559001199	p36.12	FALSE	NBPF3	21766583	+	-41647	NA	NA	NA
chr1	21724326	21724736	FALSE	NHLF	0.00438439191810136	TRUE	0.00117974174723849	0.88	0.52	6.56105844484801	1.85679069864813	25.9304559001199	p36.12	FALSE	NBPF3	21766583	+	-41846	NA	NA	NA
chr1	24517692	24529431	FALSE	HeLa	0.044838453856633	FALSE	0.0324278614006187	0.64	0.88	0.246553073499106	0.0415563218579212	0.996838944050401	p36.11	FALSE	LOC284632	24526730	+	0	IFNLR1, LOC284632	24513765, 24526730	-, +
chr1	25829829	25833105	FALSE	H2171	0.00109487985529326	FALSE	0.000802829889473551	0.14	0.52	0.154998349705792	0.0417501596885876	0.524513315258947	p36.11	FALSE	LDLRAP1	25870076	+	-36970	NA	NA	NA
chr1	25891682	25897215	FALSE	H2171	0.005223801728059	FALSE	0.0238593497812343	0.68	0.92	0.188300651889687	0.0192295910554709	0.924758563022562	p36.11	FALSE	LDLRAP1	25870076	+	21605	NA	NA	NA
chr1	25892662	25896324	FALSE	IMR90	0.0140599532295954	FALSE	0.000437926378107025	0.46	0.88	0.119428714871169	0.0202848632964461	0.47277959034221	p36.11	FALSE	LDLRAP1	25870076	+	22585	NA	NA	NA
chr1	25893043	25895794	FALSE	NHLF	0.00317521716113179	FALSE	0.000437926378107025	0.46	0.88	0.119428714871169	0.0202848632964461	0.47277959034221	p36.11	FALSE	LDLRAP1	25870076	+	22966	NA	NA	NA
chr1	26841757	26859199	FALSE	H2171	0.088621789819604	FALSE	0.0486691546933396	0.46	0.72	0.336240997955731	0.099914055736544	1.02900086000857	p36.11	FALSE	RPS6KA1	26856249	+	0	RPS6KA1	26856249	+
chr1	27729238	27731866	FALSE	NHLF	0.00219397045276708	TRUE	0.028132461279958	0.56	0.28	3.22057998778212	1.05161575368023	10.853999618646	p36.11	FALSE	GPR3	27719148	+	10089	NA	NA	NA
chr1	30143953	30183922	FALSE	H2171	0.0402549770784605	FALSE	0.0254838368267884	0.8	1	0	0	0.798442426040266	p35.3	FALSE	PTPRU	29563028	+	580924	NA	NA	NA
chr1	32131383	32136573	FALSE	HeLa	0.0071078710544772	FALSE	0.0497150534928899	0.42	0.68	0.345833534676872	0.107382015946057	1.03598294919566	p35.2	FALSE	PEF1	32110838	-	-20544	NA	NA	NA
chr1	35586380	35586900	FALSE	NHLF	1.9385297675702e-06	TRUE	2.687389561362e-05	0.88	0.4	10.5415048221281	2.99708453624607	42.4943085652884	p34.3	FALSE	ZMYM1	35544972	+	41407	NA	NA	NA
chr1	35586488	35587854	FALSE	HeLa	0.000826955006329069	TRUE	0.000152651871758353	0.92	0.52	10.196964743053	2.56113771064245	51.00232039923	p34.3	FALSE	ZMYM1	35544972	+	41515	NA	NA	NA
chr1	36829633	36853848	FALSE	H2171	0.00101111277422654	TRUE	0.028132461279958	0.56	0.28	3.22057998778212	1.05161575368023	10.853999618646	p34.3	FALSE	STK40	36851485	-	0	STK40	36851485	-
chr1	36837567	36854045	TRUE	IMR90	0.240203375587507	TRUE	0.00037529809349662	0.34	0	Inf	2.73543710000816	Inf	p34.3	FALSE	STK40	36851485	-	0	STK40	36851485	-
chr1	38461119	38462400	FALSE	H2171	0.0553327003506705	FALSE	0.0486691546933396	0.46	0.72	0.336240997955731	0.099914055736544	1.02900086000857	p34.3	FALSE	SF3A3	38455761	-	-5357	SF3A3	38455761	-
chr1	38491845	38496954	FALSE	H2171	0.0413618909185901	FALSE	0.00547053842534291	0.5	0.84	0.194591892418488	0.0424079319662481	0.69259001554094	p34.3	FALSE	UTP11L	38478384	+	13460	NA	NA	NA
chr1	39040747	39056112	FALSE	H2171	0.314466966118436	TRUE	0.0461489192398393	0.44	0.2	3.09706279058422	0.927943989829201	12.2764470394982	p34.3	FALSE	MYCBP	39339050	-	282937	NA	NA	NA
chr1	39424173	39428753	FALSE	HeLa	0.0145057516986853	FALSE	0.00964528823402975	0.24	0.56	0.253373017021444	0.0789031481884218	0.775966029891847	p34.3	FALSE	RHBDL2	39407456	-	-16716	NA	NA	NA
chr1	40363577	40365735	FALSE	H2171	0.0661241172346727	TRUE	0.0267269970726563	0.26	0.04	8.26012842606243	1.10299239624129	372.355508240768	p34.2	FALSE	MYCL	40367687	-	1951	MYCL	40367687	-
chr1	41432857	41447289	FALSE	HeLa	0.00664308929634653	TRUE	0.0126881794791802	0.82	0.52	4.11348726061028	1.2724398347894	13.9845129589686	p34.2	FALSE	CTPS1	41445007	+	0	CTPS1	41445007	+
chr1	43585857	43587054	FALSE	H2171	0.00812594362911544	FALSE	0.0279937709019657	0.36	0.64	0.321586440023964	0.10207888684049	0.95607487399275	p34.2	FALSE	FAM183A	43613594	+	-26539	NA	NA	NA
chr1	45264795	45276751	TRUE	HeLa	0.0196955009654439	TRUE	0.034061458718993	1	0.88	Inf	0.859840251657219	Inf	p34.1	FALSE	TCTEX1D4	45272957	-	0	PLK3, BTBD19, TCTEX1D4	45266036, 45274154, 45272957	+, +, -
chr1	53128291	53129160	FALSE	HeLa	0.0071078710544772	FALSE	0.00150706300851716	0.56	0.92	0.113524898633297	0.0117154855773733	0.542655737682518	p32.3	FALSE	FAM159A	53099066	+	29224	NA	NA	NA
chr1	61649299	61650546	FALSE	NHLF	0.0472905485940276	FALSE	0.0253409451868969	0.34	0.64	0.294938022860832	0.093096772678607	0.880570950477228	p31.3	FALSE	NFIA	61542946	+	106352	NA	NA	NA
chr1	64253367	64277431	FALSE	H2171	0.0785931099616212	FALSE	0.00707068048948719	0.08	0.36	0.159233185838853	0.0313020691631001	0.665075063363783	p31.3	FALSE	ROR1	64239690	+	13676	NA	NA	NA
chr1	65467647	65469037	FALSE	HeLa	0.000483529169471871	FALSE	0.00381406349572523	0.14	0.48	0.181315364751734	0.0489762331033964	0.617268241483459	p31.3	FALSE	JAK1	65432619	-	-35027	NA	NA	NA
chr1	65713137	65720876	FALSE	HeLa	0.402419623460529	TRUE	0.0250837797563544	0.18	0	Inf	1.08002359849948	Inf	p31.3	FALSE	DNAJC6	65720148	+	0	DNAJC6	65720148	+
chr1	65719285	65732895	FALSE	H2171	0.0102252255102697	TRUE	6.79150863355674e-05	0.4	0	Inf	3.56785685413096	Inf	p31.3	FALSE	DNAJC6	65720148	+	0	DNAJC6	65720148	+
chr1	66992475	67031615	TRUE	NHLF	5.59688545971611e-05	TRUE	8.1706606386889e-07	0.62	0.04	37.4440610039254	5.26196598456985	1645.61659177298	p31.3	FALSE	SGIP1	66999825	+	0	SGIP1	66999825	+
chr1	66997317	67031131	TRUE	IMR90	3.62221719498394e-05	TRUE	8.1706606386889e-07	0.62	0.04	37.4440610039254	5.26196598456985	1645.61659177298	p31.3	FALSE	SGIP1	66999825	+	0	SGIP1	66999825	+
chr1	72746677	72751915	TRUE	NHLF	0.00035917893012503	TRUE	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	p31.1	FALSE	NEGR1	72748405	-	0	NEGR1	72748405	-
chr1	72748034	72750280	FALSE	H2171	2.28972117514205e-06	TRUE	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	p31.1	FALSE	NEGR1	72748405	-	0	NEGR1	72748405	-
chr1	72748533	72751387	FALSE	HeLa	0.000826955006329069	TRUE	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	p31.1	FALSE	NEGR1	72748405	-	-127	NEGR1	72748405	-
chr1	72748686	72751603	FALSE	IMR90	0.0132044862160772	TRUE	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	p31.1	FALSE	NEGR1	72748405	-	-280	NEGR1	72748405	-
chr1	75035672	75037786	FALSE	H2171	0.0331884478804906	TRUE	0.0121568163409476	0.84	0.56	4.03627524649835	1.20672248610631	14.2515688504525	p31.1	FALSE	ERICH3	75139422	-	101635	NA	NA	NA
chr1	84326038	84327178	FALSE	H2171	4.84648749115738e-05	TRUE	1.13676781312999e-06	0.54	0	Inf	6.27568911136221	Inf	p31.1	FALSE	MIR548AP	84379059	-	51880	NA	NA	NA
chr1	86038604	86043559	FALSE	HeLa	4.19214742819836e-05	TRUE	1.45813688560373e-07	0.58	0	Inf	7.3483646533785	Inf	p22.3	FALSE	DDAH1	86044046	-	486	DDAH1, CYR61	86044046, 86046444	-, +
chr1	93643606	93647293	FALSE	NHLF	0.0644837517938074	TRUE	0.0254838368267884	0.2	0	Inf	1.25243845690831	Inf	p22.1	FALSE	TMED5	93646246	-	0	CCDC18, TMED5	93646281, 93646246	+, -
chr1	94484686	94503433	FALSE	IMR90	0.0174514957301289	TRUE	0.0114824307700709	0.72	0.4	3.78150871708542	1.25428993994678	12.0023935277194	p22.1	FALSE	ABCA4	94586705	-	83271	NA	NA	NA
chr1	98496219	98520092	FALSE	NHLF	4.65188025301619e-06	TRUE	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	p21.3	FALSE	MIR137	98511727	-	0	MIR2682, MIR137HG, MIR137	98510907, 98515249, 98511727	-, -, -
chr1	98513596	98516243	FALSE	H2171	0.025684613227926	TRUE	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	p21.3	FALSE	MIR137HG	98515249	-	0	MIR2682, MIR137HG, MIR137	98510907, 98515249, 98511727	-, -, -
chr1	101164883	101203282	TRUE	IMR90	0.000329575999326632	TRUE	0.000190830603088025	0.62	0.16	8.30964143839312	2.3234147973917	38.4537074279472	p21.2	FALSE	VCAM1	101185196	+	0	VCAM1	101185196	+
chr1	110517915	110524098	FALSE	HeLa	0.101990610006166	TRUE	0.0133110358487184	0.56	0.24	3.9544114869924	1.24903161854002	14.2534756584791	p13.3	FALSE	AHCYL1	110527387	+	-3288	AHCYL1	110527387	+
chr1	110923635	110937040	FALSE	NHLF	0.844075598282895	FALSE	0.0351001044009202	0.08	0.28	0.228792581103297	0.0435611172716488	1.02687224263924	p13.3	FALSE	SLC16A4	110933704	-	0	SLC16A4	110933704	-
chr1	113159939	113164136	TRUE	HeLa	0.044838453856633	TRUE	0.0420874203417479	0.46	0.2	3.35398341787566	1.00725104898943	13.2801581916512	p13.2	FALSE	CAPZA1	113162075	+	0	ST7L, CAPZA1	113162405, 113162075	-, +
chr1	116210838	116215010	FALSE	HeLa	0.371587938950212	FALSE	0.0015103574958991	0.08	0.4	0.134807713004396	0.0267692290997908	0.550826257521618	p13.1	FALSE	VANGL1	116184574	+	26263	NA	NA	NA
chr1	145562431	145563318	FALSE	NHLF	8.97314383517757e-05	TRUE	0.00110066304879784	0.7	0.28	5.84013508294235	1.8620143906141	20.326640599706	q21.1	FALSE	PIAS3	145575290	+	-11971	NA	NA	NA
chr1	146555643	146557082	FALSE	HeLa	0.00149823127206793	TRUE	0.00459047531639956	0.78	0.44	4.40947000661216	1.42169414131472	14.4226495237523	q21.1	FALSE	NBPF13P	146585928	-	28845	NA	NA	NA
chr1	146555774	146557159	FALSE	H2171	0.028004001649732	TRUE	0.00705401180659207	0.66	0.32	4.04158902924959	1.33304182724658	13.2444738617987	q21.1	FALSE	NBPF13P	146585928	-	28768	NA	NA	NA
chr1	149137069	149138030	FALSE	HeLa	3.55044651121637e-06	TRUE	1.46500746921636e-07	0.8	0.16	19.8536559124021	5.20979021271897	98.1874745022745	q21.2	TRUE	LOC388692	149279476	+	-141445	NA	NA	NA
chr1	149194189	149195226	FALSE	HeLa	5.17841883014702e-06	TRUE	5.52932925565979e-08	0.68	0.04	48.3680365036895	6.74092100967879	2130.26603797867	q21.2	TRUE	LOC388692	149279476	+	-84249	NA	NA	NA
chr1	149215055	149225208	FALSE	HeLa	3.45172279707857e-10	TRUE	0.00470352660204097	0.98	0.76	14.8747587742055	1.64325117605121	722.749841275072	q21.2	TRUE	LOC388692	149279476	+	-54267	NA	NA	NA
chr1	149215112	149224997	FALSE	NHLF	3.71013579894111e-10	TRUE	0.00470352660204097	0.98	0.76	14.8747587742055	1.64325117605121	722.749841275072	q21.2	TRUE	LOC388692	149279476	+	-54478	NA	NA	NA
chr1	149215285	149225177	FALSE	H2171	3.45172279707857e-10	TRUE	0.00470352660204097	0.98	0.76	14.8747587742055	1.64325117605121	722.749841275072	q21.2	TRUE	LOC388692	149279476	+	-54298	NA	NA	NA
chr1	149297773	149300450	FALSE	HeLa	5.86621710408936e-08	TRUE	6.75356144770919e-06	0.88	0.36	12.4358485892239	3.50880866731912	50.8519437053418	q21.2	TRUE	LOC388692	149279476	+	18296	NA	NA	NA
chr1	150122386	150136597	TRUE	IMR90	0.00579462883027894	TRUE	0.0290445986308787	0.88	0.64	4.03596582329163	1.08613544304094	16.2249700256749	q21.2	TRUE	PLEKHO1	150121767	+	618	PLEKHO1	150121767	+
chr1	150122568	150136349	FALSE	NHLF	0.005223801728059	TRUE	0.0290445986308787	0.88	0.64	4.03596582329163	1.08613544304094	16.2249700256749	q21.2	TRUE	PLEKHO1	150121767	+	800	PLEKHO1	150121767	+
chr1	150944024	150952722	FALSE	HeLa	0.00599704755681143	TRUE	0.0121568163409476	0.84	0.56	4.03627524649835	1.20672248610631	14.2515688504525	q21.3	FALSE	CERS2	150947479	-	0	CERS2, ANXA9	150947479, 150954499	-, +
chr1	151165939	151173258	TRUE	HeLa	0.000595790367717186	FALSE	0.000707208533708971	0.22	0.64	0.163370264569445	0.0481575779846328	0.512929392899184	q21.3	FALSE	PIP5K1A	151171021	+	0	VPS72, PIP5K1A	151162689, 151171021	-, +
chr1	151170197	151173069	FALSE	IMR90	0.11176208258595	FALSE	0.0015103574958991	0.08	0.4	0.134807713004396	0.0267692290997908	0.550826257521618	q21.3	FALSE	PIP5K1A	151171021	+	0	PIP5K1A	151171021	+
chr1	151508944	151522368	FALSE	HeLa	0.0202944203686291	FALSE	0.0136344787433239	0.36	0.68	0.269746677596419	0.0827676717930042	0.81447071754545	q21.3	FALSE	TUFT1	151512781	+	0	MIR554, TUFT1	151518272, 151512781	+, +
chr1	151509067	151520636	FALSE	NHLF	0.0767026250891524	FALSE	0.0136344787433239	0.36	0.68	0.269746677596419	0.0827676717930042	0.81447071754545	q21.3	FALSE	TUFT1	151512781	+	0	MIR554, TUFT1	151518272, 151512781	+, +
chr1	152161014	152162457	FALSE	H2171	0.00274263663018407	TRUE	0.000447857654884966	0.6	0.16	7.65295647620215	2.14474790151751	35.288521646273	q21.3	FALSE	RPTN	152131704	-	-29309	NA	NA	NA
chr1	155292044	155296161	FALSE	HeLa	0.0341279140148013	FALSE	0.00699880938640434	0.42	0.76	0.233360035906701	0.0646131274410058	0.739754762513226	q22	FALSE	RUSC1-AS1	155293938	-	0	RUSC1, RUSC1-AS1	155290640, 155293938	+, -
chr1	155620041	155623169	FALSE	H2171	0.0381163834846815	FALSE	0.0130916391022157	0.06	0.28	0.168778239539735	0.0253749513127716	0.837434052237757	q22	FALSE	DAP3	155658882	+	-35712	NA	NA	NA
chr1	156131052	156131689	FALSE	NHLF	0.00958097958392636	TRUE	0.000785879483373882	0.46	0.08	9.53825249201486	1.99966888810903	92.2051909070276	q22	FALSE	SEMA4A	156119735	+	11316	NA	NA	NA
chr1	156547412	156554916	FALSE	H2171	0.00438439191810136	TRUE	0.00289533699616841	0.52	0.16	5.56004611055217	1.56302135914767	25.5167283472949	q23.1	FALSE	TTC24	156549519	+	0	IQGAP3, APOA1BP, TTC24	156542396, 156561558, 156549519	-, +, +
chr1	161352026	161373057	TRUE	HeLa	3.44917825401101e-05	TRUE	0.0140723397524478	0.98	0.8	11.819213156663	1.21546288943411	588.805963881129	q23.3	FALSE	C1orf192	161337673	-	-14352	NA	NA	NA
chr1	161359109	161370584	FALSE	H2171	1.89564336098474e-07	TRUE	0.00513536390704215	0.96	0.72	9.01764361767808	1.53037118276977	96.8993409937716	q23.3	FALSE	C1orf192	161337673	-	-21435	NA	NA	NA
chr1	161359115	161370380	FALSE	NHLF	1.48631784847133e-07	TRUE	0.00513536390704215	0.96	0.72	9.01764361767808	1.53037118276977	96.8993409937716	q23.3	FALSE	C1orf192	161337673	-	-21441	NA	NA	NA
chr1	161359197	161370415	FALSE	IMR90	1.39819406789723e-07	TRUE	0.00513536390704215	0.96	0.72	9.01764361767808	1.53037118276977	96.8993409937716	q23.3	FALSE	C1orf192	161337673	-	-21523	NA	NA	NA
chr1	161391551	161410757	FALSE	HeLa	1.3299159851878e-05	TRUE	0.00439253447482082	0.76	0.4	4.63821390576228	1.50909912274465	15.1259574440355	q23.3	FALSE	C1orf192	161337673	-	-53877	NA	NA	NA
chr1	164669205	164687138	FALSE	HeLa	0.028004001649732	TRUE	0.0207464940392332	0.44	0.16	4.05218650733889	1.1327267302373	18.6181825300476	q23.3	FALSE	LOC100505795	164743878	-	56739	NA	NA	NA
chr1	165086092	165099985	FALSE	H2171	0.00927263490774628	TRUE	8.32566219344364e-06	0.56	0.04	29.3895276745645	4.14461948106342	1290.89682733225	q23.3	FALSE	LMX1A	165325952	-	225966	NA	NA	NA
chr1	165254073	165266166	FALSE	H2171	0.044838453856633	FALSE	0.0461140186270661	0.5	0.76	0.320632241377142	0.0892488542381351	1.01511521273612	q23.3	FALSE	LMX1A	165325952	-	59785	NA	NA	NA
chr1	165412147	165415189	FALSE	H2171	6.76975576520505e-05	TRUE	6.8088270505174e-05	0.6	0.12	10.6471898344375	2.68149032821809	62.9277854729724	q23.3	FALSE	RXRG	165414592	-	0	RXRG	165414592	-
chr1	167682799	167686925	FALSE	HeLa	0.00113912865053481	TRUE	0.00119414069059392	0.66	0.24	5.98586579558017	1.86683351329778	21.9402545324561	q24.2	FALSE	MPZL1	167691187	+	-4261	MPZL1	167691187	+
chr1	167682960	167686578	FALSE	H2171	0.0164160068242322	TRUE	9.21720305307553e-06	0.48	0	Inf	4.95137396475962	Inf	q24.2	FALSE	MPZL1	167691187	+	-4608	MPZL1	167691187	+
chr1	169027740	169031624	FALSE	HeLa	0.122257617042001	FALSE	0.0104076679419145	0	0.16	0	0	0.705606496898328	q24.2	FALSE	ATP1B1	169075947	+	-44322	NA	NA	NA
chr1	170630201	170682168	TRUE	NHLF	2.11091508539734e-08	TRUE	0.00148873777592099	0.98	0.72	18.2700298921888	2.11745774803945	871.316543864995	q24.2	FALSE	PRRX1	170633313	+	0	PRRX1	170633313	+
chr1	170630408	170635244	FALSE	IMR90	8.41125700693697e-09	TRUE	1.1820150429933e-10	0.88	0.12	48.871483710807	10.6179430083334	332.247127412258	q24.2	FALSE	PRRX1	170633313	+	0	PRRX1	170633313	+
chr1	178908185	178909314	FALSE	NHLF	0.0196955009654439	FALSE	0.0109036263221938	0.1	0.36	0.202583431417898	0.0459203127696524	0.790348920077334	q25.2	FALSE	ANGPTL1	178840215	-	-67969	NA	NA	NA
chr1	180182766	180183187	FALSE	NHLF	0.00133316604047255	TRUE	0.000437926378107024	0.54	0.12	8.37319568479595	2.11515052770399	49.2978427010256	q25.2	FALSE	FLJ23867	180167144	+	15621	NA	NA	NA
chr1	181103629	181122656	FALSE	NHLF	0.0402549770784605	TRUE	0.00728180702248323	0.32	0.04	11.0323267457581	1.51133930528273	491.802739783037	q25.3	FALSE	IER5	181057638	+	45990	NA	NA	NA
chr1	181454223	181456165	FALSE	H2171	0.0159188016928277	TRUE	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	q25.3	FALSE	CACNA1E	181452686	+	1536	CACNA1E	181452686	+
chr1	183385132	183388334	FALSE	H2171	4.55686514042497e-08	TRUE	6.75356144770919e-06	0.88	0.36	12.4358485892239	3.50880866731912	50.8519437053418	q25.3	FALSE	NMNAT2	183387634	-	0	NMNAT2	183387634	-
chr1	184111500	184122712	FALSE	H2171	0.000129772668226196	TRUE	0.006341868156943	0.24	0	Inf	1.62329410713901	Inf	q25.3	FALSE	TSEN15	184020811	+	90688	NA	NA	NA
chr1	201139190	201141537	FALSE	H2171	0.640915088694492	FALSE	0.0491447155245295	0.24	0.04	7.43104824535251	0.980350917485475	336.700255722645	q32.1	FALSE	TMEM9	201140702	-	0	TMEM9	201140702	-
chr1	203594827	203643779	TRUE	NHLF	0.0109077540972019	TRUE	0.00452261041311655	0.9	0.6	5.83118992304082	1.52903748765974	25.4809521080546	q32.1	FALSE	ATP2B4	203595915	+	0	ATP2B4	203595915	+
chr1	203631644	203643804	FALSE	HeLa	0.00958097958392636	TRUE	0.000660747172908523	0.62	0.2	6.35535454591292	1.90399224645138	25.4065468163731	q32.1	FALSE	ATP2B4	203595915	+	35728	NA	NA	NA
chr1	204262848	204265694	FALSE	HeLa	0.00254718151848045	TRUE	0.0148059485471994	0.28	0.04	9.13412315611479	1.2319803233621	409.976433753449	q32.1	FALSE	PLEKHA6	204329057	-	63362	NA	NA	NA
chr1	204446791	204491404	FALSE	H2171	0.00664308929634653	TRUE	0.0374943726284648	0.96	0.8	5.84066314793587	0.869111796397089	66.2255071682699	q32.1	FALSE	PIK3C2B	204463852	-	0	MDM4, PIK3C2B	204485507, 204463852	+, -
chr1	210423513	210436187	FALSE	H2171	0.231323445056168	TRUE	0.0124990369508944	0.22	0	Inf	1.43332534641937	Inf	q32.2	FALSE	SERTAD4-AS1	210407466	-	-16046	NA	NA	NA
