chr	start	end	shortlist	type	wilcoxon.p.value	hyper.	fisher.p.value	tmr.ratio	nor.ratio	OR	CI_95_L	CI_95_H	cytoband	DM.band?	closest.TSS	pos	dir	dist	overlapped.TSS	overlapped.pos	ovrl.dir
chr1	72748686	72751603	FALSE	IMR90	0.0132044862160772	TRUE	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	p31.1	FALSE	NEGR1	72748405	-	-280	NEGR1	72748405	-
chr1	84326038	84327178	FALSE	H2171	4.84648749115738e-05	TRUE	1.13676781312999e-06	0.54	0	Inf	6.27568911136221	Inf	p31.1	FALSE	MIR548AP	84379059	-	51880	NA	NA	NA
chr1	86038604	86043559	FALSE	HeLa	4.19214742819836e-05	TRUE	1.45813688560373e-07	0.58	0	Inf	7.3483646533785	Inf	p22.3	FALSE	DDAH1	86044046	-	486	DDAH1, CYR61	86044046, 86046444	-, +
chr1	98496219	98520092	FALSE	NHLF	4.65188025301619e-06	TRUE	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	p21.3	FALSE	MIR137	98511727	-	0	MIR2682, MIR137HG, MIR137	98510907, 98515249, 98511727	-, -, -
chr1	98513596	98516243	FALSE	H2171	0.025684613227926	TRUE	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	p21.3	FALSE	MIR137HG	98515249	-	0	MIR2682, MIR137HG, MIR137	98510907, 98515249, 98511727	-, -, -
chr1	145562431	145563318	FALSE	NHLF	8.97314383517757e-05	TRUE	0.00110066304879784	0.7	0.28	5.84013508294235	1.8620143906141	20.326640599706	q21.1	FALSE	PIAS3	145575290	+	-11971	NA	NA	NA
chr1	149137069	149138030	FALSE	HeLa	3.55044651121637e-06	TRUE	1.46500746921636e-07	0.8	0.16	19.8536559124021	5.20979021271897	98.1874745022745	q21.2	TRUE	LOC388692	149279476	+	-141445	NA	NA	NA
chr1	149194189	149195226	FALSE	HeLa	5.17841883014702e-06	TRUE	5.52932925565979e-08	0.68	0.04	48.3680365036895	6.74092100967879	2130.26603797867	q21.2	TRUE	LOC388692	149279476	+	-84249	NA	NA	NA
chr1	149297773	149300450	FALSE	HeLa	5.86621710408936e-08	TRUE	6.75356144770919e-06	0.88	0.36	12.4358485892239	3.50880866731912	50.8519437053418	q21.2	TRUE	LOC388692	149279476	+	18296	NA	NA	NA
chr1	151170197	151173069	FALSE	IMR90	0.11176208258595	FALSE	0.0015103574958991	0.08	0.4	0.134807713004396	0.0267692290997908	0.550826257521618	q21.3	FALSE	PIP5K1A	151171021	+	0	PIP5K1A	151171021	+
chr1	156131052	156131689	FALSE	NHLF	0.00958097958392636	TRUE	0.000785879483373882	0.46	0.08	9.53825249201486	1.99966888810903	92.2051909070276	q22	FALSE	SEMA4A	156119735	+	11316	NA	NA	NA
chr1	165086092	165099985	FALSE	H2171	0.00927263490774628	TRUE	8.32566219344364e-06	0.56	0.04	29.3895276745645	4.14461948106342	1290.89682733225	q23.3	FALSE	LMX1A	165325952	-	225966	NA	NA	NA
chr1	165412147	165415189	FALSE	H2171	6.76975576520505e-05	TRUE	6.8088270505174e-05	0.6	0.12	10.6471898344375	2.68149032821809	62.9277854729724	q23.3	FALSE	RXRG	165414592	-	0	RXRG	165414592	-
chr1	167682799	167686925	FALSE	HeLa	0.00113912865053481	TRUE	0.00119414069059392	0.66	0.24	5.98586579558017	1.86683351329778	21.9402545324561	q24.2	FALSE	MPZL1	167691187	+	-4261	MPZL1	167691187	+
chr1	167682960	167686578	FALSE	H2171	0.0164160068242322	TRUE	9.21720305307553e-06	0.48	0	Inf	4.95137396475962	Inf	q24.2	FALSE	MPZL1	167691187	+	-4608	MPZL1	167691187	+
chr1	170630201	170682168	TRUE	NHLF	2.11091508539734e-08	TRUE	0.00148873777592099	0.98	0.72	18.2700298921888	2.11745774803945	871.316543864995	q24.2	FALSE	PRRX1	170633313	+	0	PRRX1	170633313	+
chr1	170630408	170635244	FALSE	IMR90	8.41125700693697e-09	TRUE	1.1820150429933e-10	0.88	0.12	48.871483710807	10.6179430083334	332.247127412258	q24.2	FALSE	PRRX1	170633313	+	0	PRRX1	170633313	+
chr1	180182766	180183187	FALSE	NHLF	0.00133316604047255	TRUE	0.000437926378107024	0.54	0.12	8.37319568479595	2.11515052770399	49.2978427010256	q25.2	FALSE	FLJ23867	180167144	+	15621	NA	NA	NA
chr1	183385132	183388334	FALSE	H2171	4.55686514042497e-08	TRUE	6.75356144770919e-06	0.88	0.36	12.4358485892239	3.50880866731912	50.8519437053418	q25.3	FALSE	NMNAT2	183387634	-	0	NMNAT2	183387634	-
chr1	203631644	203643804	FALSE	HeLa	0.00958097958392636	TRUE	0.000660747172908523	0.62	0.2	6.35535454591292	1.90399224645138	25.4065468163731	q32.1	FALSE	ATP2B4	203595915	+	35728	NA	NA	NA
chr1	211908112	211910004	FALSE	HeLa	0.510870244294453	FALSE	0.000446844595600651	0.02	0.32	0.0453913477708911	0.000964294950184549	0.378371374205772	q32.3	FALSE	NEK2	211848972	-	-59139	NA	NA	NA
chr1	212643137	212644242	FALSE	NHLF	0.000826955006329069	FALSE	0.00048716033513547	0.32	0.76	0.152895843887136	0.0414728176606463	0.492617855565088	q32.3	FALSE	NENF	212606229	+	36907	NA	NA	NA
chr1	217308386	217309610	FALSE	H2171	2.139242325785e-07	TRUE	1.18460167991838e-06	0.6	0.04	34.5016826809153	4.85668736263062	1515.76518649609	q41	FALSE	ESRRG	217311097	-	1486	ESRRG	217311097	-
chr1	224362995	224363699	FALSE	HeLa	0.00133316604047255	TRUE	0.00119414069059392	0.66	0.24	5.98586579558017	1.86683351329778	21.9402545324561	q42.11	FALSE	DEGS1	224370910	+	-7210	NA	NA	NA
chr1	228651614	228652368	FALSE	HeLa	9.75390618810707e-06	TRUE	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	q42.13	FALSE	MIR4666A	228649775	+	1838	MIR4666A, HIST3H2BB, HIST3H2A	228649775, 228645808, 228645560	+, +, -
chr1	235811193	235814200	FALSE	H2171	0.0149639675581192	TRUE	7.21971996210696e-05	0.48	0.04	21.4491059784051	3.02095571017277	943.573481270169	q42.3	FALSE	GNG4	235814054	-	0	GNG4	235814054	-
chr1	237204982	237207833	FALSE	H2171	2.07518324028628e-10	TRUE	5.10802873635223e-13	0.88	0.04	154.746002475729	19.3698177844685	6987.80566024278	q43	FALSE	RYR2	237205702	+	0	RYR2	237205702	+
chr2	5829629	5838388	FALSE	H2171	2.48703944323788e-09	TRUE	8.91194636480806e-08	0.9	0.28	21.6813000005428	5.64304370910093	101.998586545682	p25.2	FALSE	SOX11	5832799	+	0	SOX11	5832799	+
chr2	5830273	5838063	FALSE	IMR90	2.48703944323788e-09	TRUE	8.91194636480806e-08	0.9	0.28	21.6813000005428	5.64304370910093	101.998586545682	p25.2	FALSE	SOX11	5832799	+	0	SOX11	5832799	+
chr2	5836071	5837051	FALSE	NHLF	1.73668586897695e-08	TRUE	5.09971513408386e-08	0.74	0.08	30.9194839757371	6.30827485026034	304.205155083754	p25.2	FALSE	SOX11	5832799	+	3271	SOX11	5832799	+
chr2	19546858	19562790	FALSE	NHLF	6.83395531288908e-11	TRUE	6.41083252788942e-05	1	0.68	Inf	4.33256117539606	Inf	p24.1	FALSE	OSR1	19558372	-	0	MIR4757, OSR1	19548190, 19558372	+, -
chr2	19547023	19558437	FALSE	IMR90	1.33521887538944e-10	TRUE	6.41083252788942e-05	1	0.68	Inf	4.33256117539606	Inf	p24.1	FALSE	OSR1	19558372	-	0	MIR4757, OSR1	19548190, 19558372	+, -
chr2	26044767	26045494	FALSE	HeLa	0.00044441878732927	TRUE	0.000270536165824955	0.86	0.44	7.55309133864827	2.23554850122897	28.2549587386471	p23.3	FALSE	ASXL2	26101312	-	55817	NA	NA	NA
chr2	26045098	26045436	FALSE	NHLF	0.000186245665233585	TRUE	0.000270536165824955	0.86	0.44	7.55309133864827	2.23554850122897	28.2549587386471	p23.3	FALSE	ASXL2	26101312	-	55875	NA	NA	NA
chr2	30448131	30476862	FALSE	NHLF	1.04294041885298e-06	TRUE	2.687389561362e-05	0.88	0.4	10.5415048221281	2.99708453624607	42.4943085652884	p23.1	FALSE	LBH	30454397	+	0	LBH	30454397	+
chr2	38302583	38305324	FALSE	HeLa	0.00423196285376954	TRUE	2.39424021943811e-05	0.44	0	Inf	4.21432383740927	Inf	p22.2	FALSE	CYP1B1	38303323	-	0	CYP1B1	38303323	-
chr2	43186130	43202931	FALSE	NHLF	0.000103139588477021	TRUE	0.000446844595600651	0.98	0.68	22.0306302656494	2.64290606576428	1037.02710442344	p21	FALSE	HAAO	43019751	-	-166378	NA	NA	NA
chr2	45161133	45171162	FALSE	H2171	7.86894760389714e-09	TRUE	2.18075822818396e-06	0.9	0.36	15.180456485546	4.07733459699581	67.9628081225507	p21	FALSE	SIX3	45169037	+	0	SIX3	45169037	+
chr2	45395343	45406214	FALSE	HeLa	5.08533086699801e-05	TRUE	0.000879521234527986	1	0.76	Inf	2.72896078119181	Inf	p21	FALSE	LINC01121	45482080	-	75865	NA	NA	NA
chr2	62796052	62807345	FALSE	HeLa	0.000186245665233585	TRUE	4.95005219894796e-06	0.76	0.2	12.1385640054011	3.48968798889379	50.8888523503821	p15	FALSE	TMEM17	62762780	-	-33271	NA	NA	NA
chr2	66800432	66811110	TRUE	IMR90	3.73644684915914e-11	TRUE	6.22949326058992e-17	0.94	0	Inf	54.588056721985	Inf	p14	FALSE	MEIS1	66662532	+	137899	NA	NA	NA
chr2	66800755	66811197	TRUE	NHLF	3.20898767458168e-11	TRUE	6.22949326058992e-17	0.94	0	Inf	54.588056721985	Inf	p14	FALSE	MEIS1	66662532	+	138222	NA	NA	NA
chr2	71114271	71115527	FALSE	H2171	2.70157301589885e-06	TRUE	1.20585717201875e-08	0.64	0	Inf	9.35072893871128	Inf	p13.3	FALSE	VAX2	71127720	+	-12192	NA	NA	NA
chr2	106776406	106778967	FALSE	H2171	6.40768672932335e-06	TRUE	0.000497831267726339	0.92	0.56	8.71402393981772	2.16574779682131	43.668548554018	q12.2	FALSE	UXS1	106810795	-	31827	NA	NA	NA
chr2	111874526	111881293	FALSE	HeLa	4.34845089593259e-11	TRUE	1.27283001221429e-11	0.96	0.2	84.7185858833066	14.8028940120508	935.335430147732	q13	FALSE	BCL2L11	111878491	+	0	BCL2L11	111878491	+
chr2	127932001	127934666	FALSE	H2171	0.000142141680336644	FALSE	0.00148503172859829	0.7	1	0	0	0.443516167602024	q14.3	FALSE	CYP27C1	127977654	-	42987	NA	NA	NA
chr2	127932908	127934493	FALSE	NHLF	8.56406511597831e-05	FALSE	0.00072851880726699	0.68	1	0	0	0.401889528929589	q14.3	FALSE	CYP27C1	127977654	-	43160	NA	NA	NA
chr2	127974318	127985330	FALSE	HeLa	0.000123975524540378	TRUE	2.06330384847420e-09	0.68	0	Inf	11.0515348517354	Inf	q14.3	FALSE	CYP27C1	127977654	-	0	CYP27C1	127977654	-
chr2	127976725	127978303	FALSE	H2171	0.000155614934008995	TRUE	1.13676781312999e-06	0.54	0	Inf	6.27568911136221	Inf	q14.3	FALSE	CYP27C1	127977654	-	0	CYP27C1	127977654	-
chr2	131483881	131488108	FALSE	H2171	0.0628771193828857	TRUE	0.000315481938748222	0.36	0	Inf	2.99672056417216	Inf	q21.1	FALSE	GPR148	131486643	+	0	GPR148	131486643	+
chr2	144940426	144941552	FALSE	H2171	2.44025410492706e-05	TRUE	1.02578418278059e-06	0.76	0.16	15.8507075088682	4.26001821277757	76.3672161040939	q22.3	FALSE	GTDC1	145090083	-	148530	NA	NA	NA
chr2	154331918	154335064	FALSE	HeLa	0.00181570225079896	TRUE	0.000413172993684716	0.42	0.04	16.889341938438	2.36507398181105	745.255237062324	q23.3	FALSE	RPRM	154335322	-	257	RPRM	154335322	-
chr2	155552410	155574749	TRUE	H2171	3.20898767458168e-11	TRUE	9.72789663929904e-12	0.94	0.16	72.56878936475	14.2440780368686	566.728768919127	q24.1	FALSE	KCNJ3	155555093	+	0	KCNJ3	155555093	+
chr2	163680066	163697590	FALSE	H2171	1.47327922511566e-05	TRUE	6.38904672628041e-09	0.66	0	Inf	10.1563818270619	Inf	q24.2	FALSE	KCNH7	163695257	-	0	KCNH7	163695257	-
chr2	168148854	168150283	FALSE	NHLF	0.00366913923365207	TRUE	9.21720305307553e-06	0.48	0	Inf	4.95137396475962	Inf	q24.3	FALSE	XIRP2	167744997	+	403856	NA	NA	NA
chr2	173092493	173100912	FALSE	H2171	0.000826955006329069	TRUE	1.45813688560373e-07	0.58	0	Inf	7.3483646533785	Inf	q31.1	TRUE	DLX2	172967478	-	-125014	NA	NA	NA
chr2	177021616	177023791	FALSE	H2171	0.000425990247825998	TRUE	1.45813688560373e-07	0.58	0	Inf	7.3483646533785	Inf	q31.1	TRUE	HOXD3	177028805	+	-5013	HOXD3, HOXD4, MIR10B	177028805, 177016113, 177015031	+, +, +
chr2	182321075	182323855	FALSE	H2171	2.44025410492706e-05	TRUE	2.06330384847420e-09	0.68	0	Inf	11.0515348517354	Inf	q31.3	FALSE	ITGA4	182321619	+	0	ITGA4	182321619	+
chr2	182537099	182552426	FALSE	H2171	3.98740237140069e-10	TRUE	2.67447310777765e-08	0.96	0.36	39.4822673220185	7.47352126266809	411.032118619716	q31.3	FALSE	NEUROD1	182545392	-	0	CERKL, NEUROD1	182545392, 182545392	-, -
chr2	202744689	202754083	FALSE	IMR90	0.000289423480712714	TRUE	6.8088270505174e-05	0.6	0.12	10.6471898344375	2.68149032821809	62.9277854729724	q33.1	FALSE	CDK15	202655177	+	89511	NA	NA	NA
chr2	236171855	236173045	FALSE	H2171	0.00118502548648006	FALSE	2.687389561362e-05	0.12	0.6	0.0948631164974526	0.0235325631540421	0.333657588868857	q37.2	FALSE	AGAP1	236402733	+	-229687	NA	NA	NA
chr2	236172036	236173053	FALSE	NHLF	0.00079407921584704	FALSE	2.687389561362e-05	0.12	0.6	0.0948631164974526	0.0235325631540421	0.333657588868857	q37.2	FALSE	AGAP1	236402733	+	-229679	NA	NA	NA
chr2	241930345	241932432	FALSE	NHLF	0.000253889614600106	FALSE	0.000447857654884966	0.4	0.84	0.130668455140131	0.028337826390798	0.466255264449706	q37.3	FALSE	SNED1	241938255	+	-5822	SNED1	241938255	+
chr3	14918048	14918819	FALSE	HeLa	5.52884445520809e-07	FALSE	5.22127382591541e-09	0.18	0.88	0.0320784224308815	0.0050584021320331	0.137499242281544	p25.1	FALSE	FGD5	14860469	+	57578	NA	NA	NA
chr3	55509867	55523163	TRUE	IMR90	3.99332752415702e-05	TRUE	0.000211105795280745	0.66	0.2	7.53414803430194	2.2416209209077	30.3619082193218	p14.3	FALSE	WNT5A	55521670	-	0	WNT5A	55521670	-
chr3	55510289	55522532	FALSE	NHLF	0.000186245665233585	TRUE	0.000489427797457613	0.64	0.2	6.91286287479439	2.0647097510533	27.729055301294	p14.3	FALSE	WNT5A	55521670	-	0	WNT5A	55521670	-
chr3	55513828	55522811	FALSE	HeLa	6.45646508017372e-05	TRUE	1.33659856743224e-06	0.66	0.08	21.3541162734393	4.4471797896861	207.785415657971	p14.3	FALSE	WNT5A	55521670	-	0	WNT5A	55521670	-
chr3	61545600	61562252	FALSE	NHLF	2.10010863938441e-05	TRUE	4.15878649169358e-06	0.64	0.08	19.6041841959399	4.09548191999493	190.419823358238	p14.2	FALSE	PTPRG	61547243	+	0	PTPRG	61547243	+
chr3	61545903	61550385	FALSE	IMR90	0.000118423131905521	TRUE	3.20109753226057e-08	0.62	0	Inf	8.62299717643819	Inf	p14.2	FALSE	PTPRG	61547243	+	0	PTPRG	61547243	+
chr3	102229422	102232802	FALSE	HeLa	0.000571561112404828	FALSE	9.23594033830868e-06	0.1	0.6	0.0776834820507318	0.0176089534229759	0.287104482029904	q12.3	FALSE	ZPLD1	101818088	+	411333	NA	NA	NA
chr3	105072189	105089906	FALSE	IMR90	3.62221719498394e-05	TRUE	0.000545205140595926	0.96	0.64	12.9513195940465	2.34590151217097	135.668480635655	q13.11	FALSE	ALCAM	105085557	+	0	ALCAM	105085557	+
chr3	105072275	105089276	TRUE	NHLF	3.44917825401101e-05	TRUE	0.000545205140595926	0.96	0.64	12.9513195940465	2.34590151217097	135.668480635655	q13.11	FALSE	ALCAM	105085557	+	0	ALCAM	105085557	+
chr3	107052052	107052742	FALSE	H2171	0.00840004367184265	FALSE	0.000551287621387633	0.06	0.4	0.0994890939940453	0.0155369583941345	0.451070626724411	q13.12	FALSE	CCDC54	107096188	+	-43445	NA	NA	NA
chr3	117715946	117716540	FALSE	NHLF	1.00626898991136e-09	TRUE	9.453240449212e-12	0.88	0.08	75.3789325546819	13.8457307338459	828.848319427801	q13.32	FALSE	IGSF11-AS1	118661923	+	-945382	NA	NA	NA
chr3	123518263	123519033	FALSE	NHLF	5.76175427181554e-06	FALSE	3.97451018898934e-06	0.2	0.76	0.0825467499616202	0.0208730930938654	0.281489952711161	q21.1	FALSE	MYLK	123603149	-	84115	NA	NA	NA
chr3	125075669	125076879	FALSE	NHLF	3.31399322493144e-08	TRUE	4.13411953362151e-09	0.86	0.16	29.9491402796861	7.39372144831654	159.006965274584	q21.2	FALSE	ZNF148	125094198	-	17318	NA	NA	NA
chr3	128201362	128209425	FALSE	NHLF	0.0242323355592031	TRUE	0.00133809455516223	0.6	0.2	5.85224728589374	1.75743763148799	23.3257002303813	q21.3	FALSE	GATA2	128212030	-	2604	GATA2	128212030	-
chr3	129024117	129034840	FALSE	NHLF	1.02742737724345e-05	TRUE	9.68731887112519e-07	0.86	0.28	14.9885499141741	4.23971799129331	61.419489812239	q21.3	FALSE	H1FX-AS1	129035114	+	-273	H1FX-AS1, H1FX	129035114, 129035120	+, -
chr3	133286883	133294657	FALSE	HeLa	0.00470427052929762	TRUE	0.000413172993684716	0.42	0.04	16.889341938438	2.36507398181105	745.255237062324	q22.1	FALSE	CDV3	133292434	+	0	CDV3	133292434	+
chr3	136537558	136539944	FALSE	H2171	7.39118393551684e-07	TRUE	5.02770317082281e-07	0.68	0.08	23.3140167745542	4.83692789772791	227.326234636191	q22.3	TRUE	SLC35G2	136537861	+	0	SLC35G2	136537861	+
chr3	138654319	138655653	FALSE	H2171	9.75390618810707e-06	TRUE	3.20109753226057e-08	0.62	0	Inf	8.62299717643819	Inf	q22.3	TRUE	FOXL2	138665982	-	10328	NA	NA	NA
chr3	141515955	141516698	FALSE	NHLF	2.01388606538135e-07	TRUE	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q23	FALSE	GRK7	141497043	+	18911	NA	NA	NA
chr3	141658336	141661325	FALSE	HeLa	6.76975576520505e-05	TRUE	5.18346648994413e-05	0.62	0.12	11.5589463098789	2.90537185890406	68.3157270168766	q23	FALSE	ATP1B3	141595470	+	62865	NA	NA	NA
chr3	156323189	156324771	FALSE	NHLF	0.000113105828810829	TRUE	0.000149765709254385	0.72	0.24	7.87961464484096	2.41492877355366	29.4971183535389	q25.31	FALSE	SSR3	156272973	-	-50215	NA	NA	NA
chr3	156323429	156324456	FALSE	IMR90	2.97594201025687e-05	TRUE	0.000149765709254385	0.72	0.24	7.87961464484096	2.41492877355366	29.4971183535389	q25.31	FALSE	SSR3	156272973	-	-50455	NA	NA	NA
chr3	157814962	157830183	FALSE	H2171	5.45437696035366e-11	TRUE	4.7033698268394e-09	0.96	0.32	46.7753070342371	8.77013543274574	491.320148912525	q25.32	TRUE	SHOX2	157823952	-	0	RSRC1, SHOX2	157827841, 157823952	+, -
chr3	168935689	168960685	FALSE	HeLa	6.76975576520505e-05	TRUE	4.35388212705884e-05	0.78	0.28	8.78826036649665	2.69799682307	32.0966109742626	q26.2	TRUE	MECOM	169381563	-	420877	NA	NA	NA
chr3	168959592	168960699	FALSE	NHLF	2.56221895458174e-07	TRUE	3.32658199117912e-07	0.74	0.12	19.8424383787052	4.8495125683199	121.068051782582	q26.2	TRUE	MECOM	169381563	-	420863	NA	NA	NA
chr3	168959750	168960702	FALSE	IMR90	3.28400915641552e-05	TRUE	3.32658199117912e-07	0.74	0.12	19.8424383787052	4.8495125683199	121.068051782582	q26.2	TRUE	MECOM	169381563	-	420860	NA	NA	NA
chr3	169375879	169380669	FALSE	NHLF	3.05550303819758e-09	TRUE	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q26.2	TRUE	MECOM	169381563	-	893	MECOM	169381563	-
chr3	170131486	170140134	FALSE	IMR90	1.26332432517118e-05	TRUE	3.97451018898934e-06	0.8	0.24	12.1143473300275	3.55252466515601	47.9085680068136	q26.2	TRUE	CLDN11	170136653	+	0	CLDN11	170136653	+
chr3	170132029	170139646	FALSE	NHLF	6.07651221352202e-06	TRUE	3.97451018898934e-06	0.8	0.24	12.1143473300275	3.55252466515601	47.9085680068136	q26.2	TRUE	CLDN11	170136653	+	0	CLDN11	170136653	+
chr3	170290167	170317765	FALSE	H2171	1.23685655472294e-07	TRUE	9.47934690455702e-08	0.84	0.2	19.7838494632582	5.34339600421104	89.3011862062514	q26.2	TRUE	SLC7A14	170303863	-	0	SLC7A14	170303863	-
chr3	170406860	170486848	TRUE	IMR90	0.00188618444312182	TRUE	0.00142437614883311	0.8	0.4	5.83094179059185	1.84512530204406	19.785720168183	q26.2	TRUE	RPL22L1	170588045	-	101196	NA	NA	NA
chr3	170406956	170409302	FALSE	H2171	5.17841883014702e-06	TRUE	2.70587380689733e-07	0.64	0.04	40.6987348585587	5.70652746305788	1789.59913990139	q26.2	TRUE	SLC7A14	170303863	-	-103092	NA	NA	NA
chr3	183164473	183166573	FALSE	H2171	0.000425990247825998	TRUE	0.000291415714458153	0.5	0.08	11.1669243908023	2.34756892100627	107.915542734296	q27.1	TRUE	LINC00888	183165396	+	0	LINC00888	183165396	+
chr3	183164591	183166234	FALSE	HeLa	3.44917825401101e-05	TRUE	6.19811538229748e-05	0.5	0.04	23.2039862255607	3.27119334630092	1020.12256564418	q27.1	TRUE	LINC00888	183165396	+	0	LINC00888	183165396	+
chr3	183164964	183166103	FALSE	NHLF	0.00559839082098998	TRUE	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	q27.1	TRUE	LINC00888	183165396	+	0	LINC00888	183165396	+
chr3	186647728	186651119	FALSE	H2171	9.40063268009334e-05	TRUE	0.000166656335473628	0.68	0.2	8.23088167806583	2.43787667712764	33.3468904255184	q27.3	TRUE	ST6GAL1	186648315	+	0	ST6GAL1	186648315	+
chr3	187660295	187688035	FALSE	HeLa	0.00785987717531606	TRUE	3.37249873958826e-06	0.5	0	Inf	5.36109623441605	Inf	q27.3	TRUE	LPP	187871663	+	-183627	NA	NA	NA
chr3	192231888	192234004	FALSE	H2171	2.25223567467663e-08	TRUE	1.5465108320584e-09	0.8	0.08	42.7909294467574	8.487997443863	433.284722627506	q28	TRUE	FGF12	192445388	-	211383	NA	NA	NA
chr3	194201812	194215436	FALSE	NHLF	6.12865840188333e-10	TRUE	7.44259770210972e-10	0.96	0.28	55.9838868695655	10.3417759815334	593.513999779079	q29	TRUE	LINC00884	194207869	+	0	LINC00884	194207869	+
chr3	194205388	194219437	FALSE	HeLa	6.12865840188333e-10	TRUE	4.7033698268394e-09	0.96	0.32	46.7753070342371	8.77013543274574	491.320148912525	q29	TRUE	LINC00884	194207869	+	0	LINC00884	194207869	+
chr3	194205590	194209991	FALSE	IMR90	1.06924122947568e-10	TRUE	7.44259770210972e-10	0.96	0.28	55.9838868695655	10.3417759815334	593.513999779079	q29	TRUE	LINC00884	194207869	+	0	LINC00884	194207869	+
chr3	195265437	195274256	FALSE	HeLa	4.61830508670238e-05	TRUE	1.45813688560373e-07	0.58	0	Inf	7.3483646533785	Inf	q29	TRUE	PPP1R2	195270224	-	0	PPP1R2	195270224	-
chr3	195619920	195642255	FALSE	H2171	2.32143468881398e-05	TRUE	0.000429780514011899	0.88	0.48	7.67504918617934	2.18468446239715	30.3934771447908	q29	TRUE	TNK2	195638816	-	0	TNK2	195638816	-
chr4	298558	299323	FALSE	NHLF	0.00118502548648006	TRUE	0.000928805470677002	0.74	0.32	5.88176846429635	1.88824896173585	19.9641019700589	p16.3	FALSE	ZNF732	299099	-	0	ZNF732	299099	-
chr4	5891474	5892899	FALSE	H2171	2.28972117514205e-06	TRUE	1.13676781312999e-06	0.54	0	Inf	6.27568911136221	Inf	p16.2	FALSE	CRMP1	5894785	-	1885	CRMP1	5894785	-
chr4	25088082	25091566	FALSE	H2171	4.55686514042497e-08	TRUE	4.86378188712237e-08	0.78	0.12	24.5432058080522	5.88082458703892	151.708935942195	p15.2	FALSE	LGI2	25032414	-	-55667	NA	NA	NA
chr4	81176588	81191296	TRUE	NHLF	5.08533086699801e-05	TRUE	5.36829560209135e-06	0.72	0.16	12.9533250187492	3.54001841586875	61.3592764916245	q21.21	FALSE	FGF5	81187742	+	0	FGF5	81187742	+
